A0,A1,A2,A3,A4,A5,A6,A7,A8,labels
0.48408339693978797,0.37031526426578243,0.36089214170031725,0.5214381464386356,0.5803813578197213,0.27978057838362314,0.594672036645893,0.47650748655217545,0.5729619889177604,0
0.4748283901814434,0.592767353569268,0.4111545149703231,0.5387284966799322,0.49688925813700446,0.2280982867232765,0.6490440020809812,0.4146701402651648,0.4065218258902362,0
0.47092991576876636,0.5089619197034111,0.3121660482816405,0.3908620926147555,0.44881380877399013,0.2357143337639196,0.6433950004105314,0.41188373093663716,0.38843292010426894,0
0.4838539014714002,0.4997693991187031,0.30843736905914354,0.3783144115662125,0.43001137188610816,0.2169215621425503,0.6547779852878146,0.5018704355743833,0.6466835621181041,0
0.458548463250501,0.49191922234129554,0.3699894510554485,0.46631737683397156,0.4326042611981989,0.21376484358773698,0.6547539828691414,0.5589608429631392,0.7095934135937406,0
0.4804827260685306,0.5967985152798074,0.3228719984955912,0.4507036242424376,0.5667708370563651,0.2480737429519103,0.6165414836273128,0.430753961596321,0.6004025444670992,0
0.5167390786739119,0.6036912160548047,0.343974973083823,0.45028039636754613,0.5568861881686439,0.24483654819300024,0.6288612115468708,0.4114189732457209,0.37368652437685657,0
0.46435366660824134,0.49191922234129554,0.3114800102683205,0.3671916287704702,0.39475675157549295,0.2141435551364274,0.6538723805184132,0.43539512805457414,0.628238033637337,0
0.47406373290347475,0.525816501192112,0.3522143870328452,0.4584224057492679,0.4695786091052662,0.23482278365971088,0.6438529925073777,0.4210421284688991,0.4942268871167826,0
0.45393349120846765,0.49191922234129554,0.32660693972835175,0.39420829626436515,0.4033811670591998,0.2191228230193134,0.6493858743685704,0.42541405598896626,0.5688343413613703,0
0.48995199412070184,0.3503272956240962,0.579615810859809,0.6844824902506068,0.5917557826243312,0.4013091143583809,0.4184702811655809,0.4225336267137705,0.4090564956799342,0
0.5021373680696166,0.49191922234129554,0.34319152602195857,0.3934951479729732,0.3510896641263917,0.21778707582778653,0.636111239414228,0.4807138107570886,0.6177455696301231,0
0.5223369006876273,0.5402327104613416,0.3948802460742222,0.5382884888452433,0.5465224050873834,0.2576085951725849,0.627759046429956,0.4125247760275561,0.4193834186484479,0
0.4956137013825766,0.5621589109165341,0.4049878264185428,0.5362077738303586,0.5413624039646474,0.2438290176770051,0.6385179684217347,0.439745687404944,0.5328547060614798,0
0.46591590663823007,0.36337750579655403,0.32602805166843063,0.36941683788361074,0.31388781953989836,0.22309850529816977,0.36251091252796735,0.7029780330889883,0.6315185840499784,0
0.5120759469832661,0.49191922234129554,0.3225575064245763,0.41546943754773225,0.46786215484233096,0.22109212307250362,0.6515214409164714,0.4602655407652593,0.5884869005014599,0
0.4662279615042391,0.6075774421822342,0.2985628746524114,0.3395648232939399,0.37559711216757696,0.22165861243075305,0.6445639830713203,0.4371334286594493,0.5499413791017165,0
0.4904517733313022,0.49191922234129554,0.37050850212840664,0.4707663967302696,0.49646945311345936,0.22382515808221953,0.6270876274211232,0.43622528144731415,0.532631935120829,0
0.5059793286089219,0.49191922234129554,0.32129953814051687,0.3825536819650423,0.3706609252240605,0.2170454323782678,0.6433638621376581,0.43754690274309205,0.49838858882970516,0
0.47911410748296324,0.5552065086966806,0.3105601905384939,0.39104480773255007,0.465812638894049,0.21775630551445543,0.6546728936168669,0.5102617158145122,0.640229353506382,0
0.46711645787863976,0.49191922234129554,0.31058454280062997,0.37342212106526496,0.4148828427042799,0.2195599192650936,0.6483641497899119,0.4197002074119088,0.5222056875290951,0
0.4832184889647077,0.49191922234129554,0.30713139202973005,0.37341419719536056,0.4387237582080821,0.2147834198572356,0.6561188771634255,0.5274534767444734,0.667896463791542,0
0.46832880331870963,0.5413508922398426,0.3216161175482863,0.39192295896195034,0.38926409793410005,0.22025185682384674,0.6226166904077172,0.45903366578221005,0.5408848653616276,0
0.4877700671835676,0.39336114842261705,0.3407319475462118,0.42923739456154597,0.4274250292410512,0.22050117526006793,0.6500514549512395,0.4250988754859311,0.5292828034207261,0
0.5020376087974908,0.6314193456038176,0.34490870839201315,0.492656320396047,0.6252914936718733,0.2522766521599809,0.6215709634103854,0.45118086341845304,0.5468235318813977,0
0.4756254815084776,0.4928331425726157,0.3045938863151477,0.3585671955445715,0.4134507592906271,0.21899421888923729,0.646834482135006,0.42842055746537605,0.548734348442394,0
0.47111174301352754,0.49191922234129554,0.4854212609173485,0.5504245947687543,0.44967755965576767,0.21411672973506182,0.6534422831243494,0.7781074493362031,0.6925313352221107,0
0.5113913919779894,0.6152297405858103,0.5001522921729384,0.618038976662614,0.5257330547547303,0.2411606792235238,0.6010307314522491,0.4517204097033098,0.581791474947632,0
0.4655370179741466,0.3564389963657551,0.31096026341644417,0.37138941537980075,0.3891683529287301,0.22255252948214108,0.6037468970464352,0.46169827654346307,0.5348430904234671,0
0.48514634918416216,0.5794377856925775,0.35297069871690084,0.4694156099665743,0.4989277265846668,0.234921406458849,0.6400645026411137,0.42409563991864296,0.48758963741369776,0
0.4624331777635745,0.6037036069207182,0.3135569103390713,0.37983439625786547,0.39585454580373025,0.2328874098494242,0.5590271474880836,0.44999706681722274,0.4881075443776312,0
0.46384356747293837,0.49191922234129554,0.3406644569911489,0.4252978328890985,0.41685911781512075,0.21911098828341682,0.6509979287037873,0.4269696587429295,0.5432951428851023,0
0.4693863498882396,0.49191922234129554,0.31217370184974047,0.3874739390656523,0.42751954674635223,0.21483707065996674,0.6550647168838573,0.5351022130876212,0.7125040980284861,0
