A0,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,labels
0.05095350723200756,0.13499427969278102,0.08363105887327438,0.11041962126857943,0.043510539304440154,0.024390735243963554,0.022092182035577952,0.12828918018474228,0.07062282865633404,0.26939266657914196,0.03464477854579989,0.03286827961693484,0.11353555301111912,0
0.03094267530089187,0.1877890722458984,0.08896921156731316,0.10557665542346631,0.0783189707479923,0.05853776458551253,0.07679663279034235,0.018327025740677474,0.04862555415682015,0.11201786901122483,0.05196716781869984,0.0016033307130212116,0.10829545056445208,0
0.03223967366679753,0.1797696100859312,0.05516091117173416,0.052304031127221845,0.021755269652220077,0.05170835871720274,0.08205667613214665,0.137452693055081,0.04746780286737206,0.05703977379099179,0.03464477854579989,0.06814155530340149,0.02864589337511314,0
0.02908982049245523,0.040097310799835965,0.04804337424634911,0.07651886035278752,0.039159485373996133,0.034147029341548965,0.09362877148411605,0.07330810296270987,0.1076708699186732,0.02439652975397842,0.1082649329556247,0.12024980347659087,0.09502052436622893,0
0.01797269164183543,0.012029193239950789,0.05694029540308043,0.08136182619790064,0.03480843144355214,0.1287830820881276,0.1883095516365929,0.07788985939787924,0.11693288023425799,0.026114595229610696,0.18188508736544948,0.14830809095446207,-0.004192081957333643,0
0.057994355504066814,0.11828706685951607,0.09964551695539076,0.09104775788812691,0.04568606626966218,0.05658650576599546,0.024196199372299644,0.1420344494902504,0.0949356057347441,0.2735160237206594,0.017322389272899946,0.035273275686466654,0.12925586035112024,0
0.9667822406550005,0.8194831969102856,0.8851526896579052,0.8642505544421635,0.9245405465862052,0.838389225014032,0.6810149851746864,0.8522093503520685,0.7022527405909594,0.7993067617973161,0.793644199305294,0.7945081206749165,0.9193946954228416,1
0.031313246262579225,0.06749713984639052,0.08185167464192811,0.11526258711369258,0.03045737751310812,0.02731762347323917,0.13570911821855022,0.16036147523092786,0.14008790602321994,0.05360364283972721,0.07362015440982478,0.09219151599871966,0.06916935229600488,0
0.024087112509676323,0.024058386479901585,0.08185167464192811,0.052304031127221845,0.06744133592188226,0.09268479392706151,0.06522453743837298,0.22908782175846837,-0.001157751289448096,0.05257280355434785,0.15373620479698705,0.03206661426042423,0.13624266361334295,0
0.047247797615134285,0.12296508645283027,0.11832905138452654,0.1346344504941451,0.0761434437827703,0.043903323439134403,0.03892432072935161,0.11912566731440355,0.12966814441818708,0.23778026182750794,0.04330597318224988,0.042488263895062106,0.16069647503112244,0
0.026681109241487616,0.05212650403978674,0.07473413771654308,0.08136182619790064,0.20014848080042477,0.13658811736619597,0.1893615603049538,0.087053372268218,0.3311168687821563,0.02955072618087526,0.1342485168649746,0.10902648848544239,0.22602308553290484,0
0.03316610107101586,0.1757598790059476,0.08363105887327438,0.08620479204301379,0.039159485373996133,0.03707391757082461,0.019988164698856233,0.12370742374957294,0.06367632091964545,0.292758357047741,0.038975375864024886,0.03847993711250908,0.13798936442889861,0
0.043912658959948364,0.25795936614561127,0.13345381735096978,0.13947741633925825,0.09137213253932436,0.08585538805875174,0.05154842474968186,0.06414459009237115,0.07988483897191884,0.2322824523054846,0.02814888256846243,0.052108248173189375,0.11877565545778615,0
0.045765513768384974,0.15905266617268263,0.11210120657481462,0.12979148464903198,0.11530292915676646,0.029268882292756246,0.115720953519694,0.041235807916524314,0.0960933570241922,0.23571858325674921,0.010826493295562456,0.0024049960695318173,0.07336143425333852,0
0.013525840101587472,0.12964797158613628,0.13879197004500854,0.09104775788812691,0.07179238985232628,0.06341591163430525,0.16411335226429327,0.21534255245296025,0.07293833123523025,0.07078429759605005,0.14940560747876205,0.09860483885080451,0.11074083170623003,0
0.032980815590172186,0.10492129659290408,0.0925279800300057,0.12979148464903198,0.06091475502621624,0.0048781470487926915,0.06522453743837298,0.06414459009237115,0.04746780286737206,0.1360707856700768,0.025983583909349933,0.007214988208595466,0.09432184404000665,0
0.010746557888932529,0.040765599313166555,0.11921874350019968,0.09104775788812691,0.052212647165328196,0.160003223200401,0.2577421237484093,0.07330810296270987,0.23965451691575648,0.03126879165650755,0.09094254368272472,0.15953140594561055,0.13624266361334295,0
0.03223967366679753,0.11026760469954888,0.08185167464192811,0.08620479204301379,0.03480843144355214,0.028293252882997708,0.0042080346734434185,0.16036147523092786,0.025470528367858188,0.280388251261879,0.0064958959773374625,0.028859952834381808,0.06288122936000443,0
0.03520424136029615,0.13833572225943405,0.11921874350019968,0.10073368957835319,0.05656370109577222,0.042927694029375865,0.0031560260050825656,0.18327025740677472,0.038205792551787264,0.09827334520616655,0.04980186915958734,0.083373197077103,0.10829545056445208,0
0.03946580741970043,0.18912564927255957,0.0702856771381774,0.10073368957835319,0.06961686288710428,0.039025176390341684,0.008416069346886844,0.137452693055081,0.1018821134714327,0.07765655949857918,0.012991791954674953,0.03286827961693484,0.1886436880800133,0
0.9692986474211743,0.8300071447690859,0.9395632946920118,0.8986215653113924,0.9433734133745232,0.78700810229849,0.5706363640979468,0.9678299275083664,0.6773367840572659,0.8405136008932254,0.785450744068476,0.7641869767684716,0.9436185346784993,1
0.03409252847523417,0.25862765465894194,0.09964551695539076,0.10557665542346631,0.03480843144355214,0.05853776458551253,0.018936156030495387,0.15577971879575847,0.050941056735716354,0.20307533921973586,0.0,0.04729825603412574,0.11702895464223048,0
