A0,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,labels
0.41233529506067756,0.5007601124111896,0.41679010544647777,0.41763793272854943,0.4418528162018496,0.4482559156615911,0.4487312167601426,0.46944875987091844,0.4436568465033953,0.38756813126613143,0.3279236717740981,0.3550736462887427,0.3573371134539568,0.33471482282136117,0.29888754968998543,0.45460740025761404,0.419837019179444,0.4521110644747667,0.45823522674269257,0.3295419661283803,0.43184181170561375,0.501671967476565,0.44672309728068604,0.42878268190732166,0.4231997583654844,0.6168329918643657,0.5876894492265778,0.4764375188220491,0.5752225903746346,0.4285613385450263,0
0.20903022137239247,0.62436554709365,0.21535878404643027,0.2410163671238339,0.5484057116016179,0.39659498751852285,0.3894829219406624,0.37591424882673996,0.5512337351703955,0.4721540870561961,0.574257968842367,0.6747450002161,0.5588203031370886,0.4722023506543684,0.581045566835912,0.44842038980054844,0.3886397870648719,0.45598315823472446,0.6728909991873684,0.38553717268852683,0.24327557215812357,0.6863738737973436,0.23559855683711228,0.26264130240908307,0.5234177055829934,0.4939529456984021,0.45721713993218854,0.36356698951005934,0.5493851097667507,0.4552614601631599,0
0.1095442933427383,0.7028353289104884,0.11485934417229743,0.17177651705223562,0.3701579394400055,0.3652311728496743,0.3574656939851513,0.31134924037944045,0.4991261797223172,0.5562482640335279,0.5281197219779927,0.4853893686908384,0.524423876253843,0.41092742139841615,0.5215656159224097,0.4126777261108778,0.36678093709018195,0.3490196509930888,0.6487924301395254,0.4410700111805974,0.14008793551685816,0.6814029225759265,0.13594156673798147,0.18752705859372684,0.3881234768393562,0.46282102151097737,0.4292206882260896,0.29280000206515644,0.5852490753866493,0.542169824155252,0
0.23865043502799954,0.5490014294648131,0.25860294922462845,0.26439605675839956,0.4920087862507405,0.562619989290156,0.5618942085814043,0.5022192255744802,0.4315544465283576,0.6584153123787949,0.5750489102171847,0.5922362257449938,0.6068722403185517,0.4956758310161013,0.5272848419717849,0.8102083619374818,0.5581857901970133,0.6523747672190789,0.7972515160021634,0.7099248751860292,0.26713734938481215,0.5799644492138841,0.2730130323587582,0.2834089748463629,0.4106725149632957,0.6463172654680549,0.5881453432455666,0.4788214465158164,0.49963831874560116,0.6316311878239783,0
0.3595056554745246,0.552728226490415,0.35469148425058505,0.3657080451748508,0.3825637408329786,0.36212172362021,0.38830984324175505,0.3806397705269401,0.49845382416814843,0.4117882377932285,0.39594463000843283,0.3745173672094864,0.39920542333056674,0.3939574161152586,0.3657167060769349,0.4060241542095089,0.3877443257637873,0.44767172131048394,0.5169940833716926,0.3379619319996583,0.3742243496216584,0.5324297281590832,0.36439400943927613,0.37578466068751026,0.33200142639755126,0.46772928588147383,0.47117661479362394,0.4109827482065646,0.5326100290735724,0.40760546619931987,0
0.4687264833829755,0.5020023780863901,0.46418571048178314,0.4768365058417125,0.42488046214888653,0.41028146089860584,0.373967001016448,0.36239001117823244,0.34280351337808257,0.3795767255592212,0.5093128937323239,0.35451199822913393,0.4913157050591084,0.5145765554632109,0.34346891674486524,0.4221509519582536,0.37915909053963875,0.41877899621627684,0.40260025869396854,0.3362341355347429,0.5005171705531565,0.4729336557277475,0.4870686607464242,0.4967496098838739,0.2959229653992481,0.48337329458178424,0.44525448087392383,0.3549698329451348,0.35406146905192676,0.37579934522791775,0
0.4004634659401938,0.6049033848488405,0.4103899690001045,0.3977801835197036,0.5098183416247017,0.5418087149197256,0.524042869229994,0.6206140899110159,0.45374217981592646,0.5298151528491326,0.4970972436101372,0.5309898421019359,0.5526366758322355,0.42454407234418334,0.5287146484841287,0.5685092485081821,0.4483478673907623,0.6320277777161161,0.539010060032685,0.4171972177709913,0.38761022465126427,0.5967414095861667,0.4103431233863667,0.3759195157033367,0.40365725865807023,0.5856143492251653,0.5302468028339958,0.5002204825071133,0.4248253151944148,0.46494158393706486,0
0.4348917703895968,0.697866266209686,0.4272551934196017,0.44086775255776534,0.4229016226628909,0.3732373925192399,0.40082268269676674,0.41757074990133014,0.4147455576741389,0.3471193239188476,0.379334861137258,0.47041208710126964,0.3726673561472386,0.3950752008943887,0.3244810862609395,0.4045129008355699,0.3909264114587129,0.4285702141952783,0.4204510505812597,0.3183234566871689,0.44697367043473335,0.7328211992724595,0.4300848627745164,0.4470555365518114,0.4046594381302452,0.48267954696757975,0.49258995686552537,0.40552036270352304,0.46685942543709164,0.37462922037612706,0
0.4170840267088711,0.5131827691631956,0.41367652555364753,0.424756748482664,0.35820879331303157,0.37717929272352135,0.41804347799672653,0.4334423390900458,0.4853428908618579,0.35732373428305597,0.3668555638901321,0.4113855505509515,0.3957271329715868,0.37647932684158725,0.3110409050449078,0.4440083413598541,0.40389460994406295,0.45285095500214717,0.495721889706004,0.32620804900593786,0.4196199258090172,0.5428376572789252,0.4259468562652099,0.42527645149583293,0.3084502088014367,0.5210958211041513,0.5096403931757044,0.4473798804759722,0.5786932967249474,0.3831924067915045,0
0.316767070640783,0.8750961692049727,0.312139225715238,0.3276411146160067,0.34595521034205823,0.3333042295802141,0.3652346031817817,0.3443970736610574,0.4907217352952078,0.37711783149555655,0.3929566292591209,0.5101286284593224,0.3952118306961824,0.3735324396966079,0.2841891387430911,0.39807739569621237,0.3719346366855313,0.39118107954498554,0.5050935554468319,0.33550408069041243,0.3311567517003181,0.8501045796527689,0.3193069801816244,0.3378229737323526,0.2595438505592923,0.4502034867776339,0.43978831158624876,0.34915079684223826,0.5569049735257617,0.4022335293797352,0
0.25978229086246074,0.47964159593277933,0.27244108208165196,0.27878355807197847,0.5059367718637102,0.4700465441200417,0.41347629159564725,0.41597845454582794,0.41945204655332013,0.5218237471422225,0.4932304191110278,0.6254002064076101,0.5117989705064345,0.4128581405623682,0.6559674280827275,0.6004078516023973,0.408531820253251,0.5088360049072689,0.7667564131947077,0.43829580277214164,0.2450215558576374,0.5036914164102657,0.2542195861289914,0.26109046972707844,0.440236809392461,0.5323692198349737,0.4618718178660636,0.36927339910773854,0.4649312552424734,0.46504795892359124,0
0.21087035488606753,0.5543845807240159,0.21726152731427095,0.2465615499217758,0.5217674877516758,0.39162476552182013,0.3998529376390033,0.38356753940641186,0.3767574688636045,0.5161682907957937,0.642542574201641,0.4566383370680056,0.6242636921134512,0.5261608704469234,0.35502175336460323,0.40907708887766747,0.40432635021422875,0.4299760061973012,0.5089612270224115,0.3398600745949175,0.31136893643916175,0.589751009431049,0.29646173591149494,0.31671816375550654,0.42670738651809725,0.481465488642722,0.4813749639984022,0.38763151945816693,0.46878759563170985,0.44632596129493984,0
0.291836229487767,0.3761194563327287,0.29466858298324583,0.3057601230349388,0.48401731909575785,0.3862383180377087,0.39705318981094445,0.3985659343679166,0.33473524672805754,0.4474422017163662,0.34804873564446326,0.34422848970915326,0.3484481492032304,0.3330889540517173,0.3828457880948137,0.4133065697966779,0.38435436512396703,0.41491923396510877,0.4066166868686091,0.32542932383865203,0.2869251646459685,0.3878061160609798,0.27809933202644743,0.29945672172971555,0.4783196293351144,0.49950292661203777,0.47695279201421137,0.3792033026510684,0.3986022005476072,0.42308302673891524,0
0.5435190068420235,0.5216715846103998,0.55378762073101,0.5543941301102235,0.50601288107471,0.5797586858305104,0.4782302357753326,0.6268291782341051,0.43121826875127334,0.5051032675093027,0.5231104266041463,0.40251953475284075,0.5002046693098349,0.570465794419718,0.2774404520048283,0.4557738038683723,0.398697736321697,0.4728279992414197,0.37701412365551795,0.352611699209223,0.5872343609623418,0.5184489278488477,0.5887946541002083,0.5980931542774829,0.32749161877276334,0.5791971837937742,0.5138346181504009,0.48388963925059725,0.4153772812407856,0.4682923960126473,0
0.49721887327213665,0.5819214698576293,0.5460036709989342,0.509807863018664,0.3502934353690488,0.7925233614529099,0.8271664050276515,0.7118885688377073,0.4433206687263108,0.6157535003742128,0.5150252481060084,0.4891336890882305,0.6412686672017974,0.5136620042802863,0.3110409050449078,0.7411369829004053,0.5962428954931085,0.6316578324524258,0.6017853448363255,0.5897091774862797,0.5022631542526703,0.5697118623197114,0.5655183674853593,0.4983678700737918,0.2071799731381439,0.7541083010250715,0.7384536013061562,0.5753048193186814,0.4579898425418479,0.5890811932134069,0
