A0,A1,A2,A3,A4,A5,A6,A7,labels
0.457371769006623,0.4124020405815108,0.5274795256398647,0.41969133830389815,0.005224210183036742,0.0044813265775733805,0.532485547673585,0.3112719481549516,0
0.42759527579974765,0.3636444491783441,0.5543931744688306,0.4853976818746932,0.005224210183036742,0.0044813265775733805,0.49313907120540273,0.3296884985692938,0
0.602243604599427,0.5280868809829078,0.21854218129951208,0.8270392797125258,0.6433571156282303,0.16900640187767954,0.40321354718472735,0.8635970501884946,1
0.5218875042881866,0.47334902983546945,0.5633643907451525,0.4103047177937846,0.005224210183036742,0.0044813265775733805,0.49313907120540273,0.348105048983636,0
0.5069992576847488,0.5342960190894279,0.5633643907451525,0.3633716152432167,0.005224210183036742,0.0044813265775733805,0.4833024520883572,0.3112719481549516,0
0.9899849320666929,0.12193901825526815,0.9988916253911178,0.9295725141139357,0.2553242727764059,0.44096888833554293,0.682768549563822,0.527231549991505,1
0.5963287373053754,0.5769589115671989,0.5185083093635428,0.38683816651850067,0.005224210183036742,0.0044813265775733805,0.46362921385426603,0.5813813542319697,0
0.5318130020238118,0.5038225244624487,0.5813068232977961,0.3680649254982736,0.005224210183036742,0.0044813265775733805,0.4833024520883572,0.3112719481549516,0
0.6211424816444381,0.570864212641803,0.41982493032400103,0.43846457932412536,0.005224210183036742,0.0044813265775733805,0.4242827373860835,0.3112719481549516,0
0.5367757508916244,0.5038225244624487,0.5185083093635428,0.38683816651850067,0.005224210183036742,0.0044813265775733805,0.5029756903224484,0.4156324005028902,0
0.457371769006623,0.4367808362830943,0.4646810117056109,0.3633716152432167,0.005224210183036742,0.0044813265775733805,0.46362921385426603,0.5015763024364872,0
0.586920194270218,0.8564118801554329,0.04486605624249629,0.6822967810634057,0.07747875416859881,0.5672350905740152,0.4039396904583848,0.8426424007038871,1
0.4524090201388104,0.5038225244624487,0.45570979542928897,0.4149980280488414,0.005224210183036742,0.0044813265775733805,0.46362921385426603,0.3112719481549516,0
0.6806954680581893,0.5282013201640321,0.41982493032400103,0.5745705767207718,0.005224210183036742,0.0044813265775733805,0.49313907120540273,0.3726604495360921,0
0.49211101108131106,0.5038225244624487,0.4646810117056109,0.5088642331499773,0.005224210183036742,0.0044813265775733805,0.49313907120540273,0.34196619884552193,0
0.4722600156100607,0.49772782553705286,0.5185083093635428,0.49947761263986373,0.005224210183036742,0.0044813265775733805,0.38493626091790156,0.3787992996742062,0
0.4722600156100607,0.5403907180148237,0.6261629046794063,0.37275823575333034,0.005224210183036742,0.0044813265775733805,0.4833024520883572,0.3787992996742062,0
0.5715149929663125,0.5099172233878446,0.5274795256398647,0.4853976818746932,0.005224210183036742,0.0044813265775733805,0.532485547673585,0.35424389912175,0
0.4226325269319351,0.4367808362830943,0.47365222798193285,0.38683816651850067,0.005224210183036742,0.0044813265775733805,0.4833024520883572,0.5015763024364872,0
0.9455264007580009,0.2960637782535923,0.35895324139884555,0.26844794835061825,0.5060851767322441,0.42526984170108073,0.49710353496038745,0.877942269970531,1
0.5119620065525614,0.4306861373576984,0.3301127675607813,0.40561140753872776,0.005224210183036742,0.0044813265775733805,0.49313907120540273,0.3726604495360921,0
0.4474462712709978,0.327076255625969,0.4826234442582549,0.38214485626344386,0.005224210183036742,0.0044813265775733805,0.5029756903224484,0.3112719481549516,0
0.4970737599491237,0.4611596319846777,0.5454219581925086,0.3633716152432167,0.005224210183036742,0.0044813265775733805,0.5423221667906306,0.3112719481549516,0
0.601291486173188,0.5586748147910114,0.5274795256398647,0.5088642331499773,0.005224210183036742,0.0044813265775733805,0.5226489285565394,0.3112719481549516,0
0.4722600156100607,0.327076255625969,0.5274795256398647,0.42907795881401173,0.005224210183036742,0.0044813265775733805,0.40460949915199285,0.3112719481549516,0
0.48714826221349855,0.5952430083433868,0.44673857915296694,0.5464107151904316,0.005224210183036742,0.0044813265775733805,0.512812309439494,0.42791010077911884,0
0.5169247554203741,0.5525801158656155,0.437767362876645,0.40091809728367106,0.005224210183036742,0.0044813265775733805,0.4833024520883572,0.3112719481549516,0
0.5566267463628747,0.47334902983546945,0.5454219581925086,0.3633716152432167,0.005224210183036742,0.0044813265775733805,0.4537925947372205,0.3296884985692938,0
0.6955837146616268,0.6561899975973452,0.3480552001134253,0.3774515460083871,0.005224210183036742,0.0044813265775733805,0.5226489285565394,0.3112719481549516,0
0.5566267463628747,0.5586748147910114,0.5274795256398647,0.38683816651850067,0.005224210183036742,0.0044813265775733805,0.4734658329713116,0.3112719481549516,0
0.5516639974950621,0.49772782553705286,0.45570979542928897,0.40091809728367106,0.005224210183036742,0.4291675609539378,0.512812309439494,0.42791010077911884,0
