A0,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,labels
0.04686653743177846,0.0,0.0022994236777575698,0.06026189690484131,0.09249507510511965,0.05637582950036385,0.30005274666095366,0.03883235377483684,0.14015018946086732,0.172514103687615,0.0006528731913431335,0.12118970453880039,0.0,0.0243141011291462,0.11498478941514788,0.02347598431212732,0.07566954611412272,0.06251263317093134,0.04770742987417223,0.05465941583151587,0.3771383377354871,0
0.02510707362416703,0.1069469037736013,0.0022994236777575698,0.09039284535726197,0.0739960600840957,0.05011184844476786,0.1080589716808097,0.03481521372916407,0.00014721927479378362,0.172514103687615,0.0006528731913431335,0.0540243261197062,0.10254501308421893,0.04052350188191034,0.022996957883029575,0.02347598431212732,0.0654832610602985,0.06556202991097676,0.04001268312027348,0.01410565569845571,0.219612736464448,0
0.04519273252350067,0.1069469037736013,0.0022994236777575698,0.2109166391669446,0.10729428712193878,0.05637582950036385,0.18660187962723224,0.17407606864582031,0.00014721927479378362,0.172514103687615,0.0006528731913431335,0.10512841839510395,0.06152700785053136,0.053259459616225024,0.0919878315321183,0.12112838588091458,0.07712472969324047,0.08385841035124933,0.06001902468041023,0.015868862660762675,0.3771383377354871,0
0.026780878532444846,0.0,0.0022994236777575698,0.09039284535726197,0.0998946811135292,0.0375838863335759,0.19532886939905697,0.11247992127883774,0.00014721927479378362,0.172514103687615,0.0006528731913431335,0.018981519988004878,0.09570867887860435,0.008104700376382057,0.022996957883029575,0.02347598431212732,0.05384179242735654,0.04726564947070416,0.024623189612475976,0.0035264139246139275,0.219612736464448,0
0.03849751289038947,0.06416814226416079,0.009209392595650298,0.0,0.1479921201681914,0.03131990527797991,0.1080589716808097,0.15399036841745642,0.00014721927479378362,0.172514103687615,0.0006528731913431335,0.10220818455079551,0.03076350392526568,0.03010317282656197,0.22996957883029576,0.02347598431212732,0.06839362821853401,0.07013612502104491,0.04462953117261273,0.005289620886920891,0.3771383377354871,0
0.05188795215661188,0.06416814226416079,0.0022994236777575698,0.09039284535726197,0.08879527210091484,0.043847867389171874,0.1080589716808097,0.06695233409454628,0.03514796182131217,0.172514103687615,0.0006528731913431335,0.07738619687417374,0.11109043084123718,0.06483760301105657,0.0919878315321183,0.02347598431212732,0.09022138190530016,0.09148190220136293,0.06771377143430898,0.015868862660762675,0.219612736464448,0
0.0636045865145565,0.14972566528304182,0.005936249424016901,0.06026189690484131,0.22568798325649192,0.025055924222383927,0.1080589716808097,0.12453134141585608,0.03514796182131217,0.172514103687615,0.0006528731913431335,0.12264982146095461,0.05469067364491678,0.06252197433209025,0.0919878315321183,0.02347598431212732,0.10186285053824212,0.1006300924214992,0.07694746753898746,0.008816034811534819,0.3771383377354871,0
0.08536405032216796,0.1069469037736013,0.0022994236777575698,0.06026189690484131,0.13689271115557705,0.03131990527797991,0.1080589716808097,0.044188540502400536,0.00014721927479378362,0.172514103687615,0.0006528731913431335,0.0408832738203182,0.1777446893459795,0.08104700376382071,0.04599391576605915,0.02347598431212732,0.10913876843383083,0.1204511712317945,0.09387591039756471,0.015868862660762675,0.06208713519340894,0
0.026780878532444846,0.0,0.0022994236777575698,0.09039284535726197,0.03329822703784307,0.1064876779451317,0.1080589716808097,0.07498661418589182,0.10514944691434895,0.172514103687615,0.0006528731913431335,0.09198736609571595,0.04614525588789853,0.03241880150552828,0.06899087364908872,0.21878078744970186,0.05966252674382752,0.041166855990613316,0.018467392209356975,0.05289620886920891,0.219612736464448,0
0.02510707362416703,0.06416814226416079,0.0022994236777575698,0.2109166391669446,0.051797242058866995,0.07516777266715179,0.1080589716808097,0.014729513500800182,0.1751509320073857,0.172514103687615,0.20041264259997835,0.09198736609571595,0.03589075457947663,0.02547191546862937,0.13798174729817744,0.02347598431212732,0.05384179242735654,0.036592760880545167,0.018467392209356975,0.0634754506430507,0.219612736464448,0
