A0,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,labels
0.3979522611612849,0.42546920039879255,0.4694012394320504,0.46929778667199434,0.078563290807296,0.05065846361939767,0.024283101749599054,0.1038275162449035,0.3525731354883229,0.36057860499380634,0.38460935874716456,0.33435739715712454,0.6657447282754728,0.3181908464999139,0.4271555223365852,0.4108792779107354,0.4190615429590524,0.28846129743901067,0.5507429002619095,0.4793171143591513,0.35856998961901193,0.6401842976001701,0.5333848587689747,0.5241140021659741,0.36316456265679176,0.34086373394174757,0.5296676426475362,0
0.3979522611612849,0.4031852724832129,0.8628186083614167,0.8624920722877067,0.04221041918235066,0.02769504002553061,0.018807637435603597,0.054606410187402456,0.36575612826979936,0.38470975244248723,0.3855939241885131,0.33435739715712454,0.6657447282754728,0.3181908464999139,0.4271311858502383,0.31666491178080514,0.37524473697352645,0.19346224578236768,0.4637052157101088,0.7099563636061149,0.5485708633412808,0.5049985158034436,0.302418533842628,0.5009277187575342,0.645070606572548,0.311823133238449,0.5088545937221625,0
0.39767753456946237,0.4040106031467527,0.41564184405286386,0.41557234289114253,0.04906553211734037,0.0379632375675037,0.02525892707288539,0.06341064795768442,0.43386825764075954,0.35152942470055104,0.3836247933058159,0.476789410751872,0.5233346923518177,0.37277345340946944,0.42644976423252373,0.43908218173827024,0.34097302705595256,0.19815257552943205,0.37155644552453326,0.7025995846200522,0.5485708633412808,0.5667611427724188,0.3450279444193333,0.5975884168079517,0.6702500790120596,0.3231586836988444,0.5296676426475362,0
0.43421617128182216,0.4394998216789724,0.43121283396058896,0.43112885997762856,0.039711355972808976,0.026294831269807008,0.016584924199229197,0.0517361377781,0.4712200705216088,0.3816933590114021,0.3865784896298618,0.33435739715712454,0.6657447282754728,0.42735606031902496,0.5215810893627484,0.3165771889073137,0.5454136900188009,0.19346224578236768,0.5861847349486694,0.674736841218815,0.35856998961901193,0.42092450923562796,0.302418533842628,0.3698522805156161,0.4559956589813057,0.3608358942767298,0.3106294648635086,0
0.5597662237445914,0.5655003029794106,0.5238949305942956,0.5237589045387586,0.03979948414644522,0.02760169277514905,0.017072836860872364,0.05180811773438591,0.4294739267136008,0.3997917195979127,0.388547620512559,0.476789410751872,0.5233346923518177,0.3909676557126546,0.45881729107396624,0.47127647630967084,0.5080830175631301,0.19457520538336598,0.49164830432103845,0.7099563636061149,0.5485708633412808,0.42768441398163426,0.31514203522463025,0.4237488730743078,0.5474741390177464,0.3449661236321764,0.3885162570176674,0
0.393419272396218,0.39974639471846285,0.4932637168616796,0.4931474516590391,0.046629417603253134,0.030962193788885678,0.02075928808217624,0.058734980672119054,0.36355896280621963,0.30628352323427455,0.3836247933058159,0.476789410751872,0.5233346923518177,0.37277345340946944,0.41530365348562104,0.3532453500267837,0.3726106303434984,0.19815257552943205,0.4319567932696535,0.7099563636061149,0.5485708633412808,0.5518499503363284,0.3450279444193333,0.544133284943294,0.64700588833856,0.27731267961457867,0.5296676426475362,0
0.41182595404830863,0.41707833865280275,0.47325813171140235,0.4731503456705363,0.0394343817128094,0.026481525770570155,0.016530711681268843,0.05130958079028067,0.4690229050580294,0.35454581813163616,0.3865784896298618,0.476789410751872,0.5233346923518177,0.37277345340946944,0.463246531589111,0.4331608877775904,0.5236327437984589,0.19346224578236768,0.5592489405867319,0.6715235354547877,0.35856998961901193,0.3915084574356118,0.302418533842628,0.36190598802298846,0.43999316781933495,0.34410246264471767,0.3058536661015957,0
0.4006995270795074,0.40497348892088275,0.4400914996931015,0.44000246904441864,0.03927071510462782,0.02536135876599129,0.016476499163308494,0.05100888636538667,0.39212211383275164,0.2881851626477637,0.5490317874523851,0.476789410751872,0.5233346923518177,0.6293117058843805,0.4300028912391783,0.38701865632103244,0.47570899736826505,0.18869241892094624,0.5965561349938476,0.7099563636061149,0.5485708633412808,0.36114429513387897,0.23374844680182189,0.36190598802298846,0.5712593762064754,0.26478959529642787,0.28377296688756687,0
0.39767753456946237,0.40483593381029315,0.46109622096971853,0.46099685480943625,0.04405481595916608,0.03684307056292481,0.020867713118096945,0.059103314964922174,0.519557710720355,0.42392286704659354,0.4072543638981829,0.33435739715712454,0.6657447282754728,0.3181908464999139,0.4259630345055847,0.3921943058570342,0.45004770052089177,0.20117346587499893,0.39364230461354555,0.5333936679406116,0.5485708633412808,0.5296247626012806,0.3673656671028485,0.5009277187575342,0.5901127663140766,0.40995661293844293,0.5295202414511804,0
0.5020736394619184,0.5063516054257116,0.45954450564224625,0.4594442592923192,0.03913222797462802,0.025081317014846553,0.016151224055546382,0.05092011927481339,0.5019803870117199,0.42392286704659354,0.3865784896298618,0.33435739715712454,0.6657447282754728,0.33638504880309905,0.6114313969556849,0.3724127978846885,0.5323564517774777,0.18877191603530327,0.6898241210116366,0.7099563636061149,0.35856998961901193,0.3054520380005704,0.21754746111927223,0.28553328795495647,0.44640248807666516,0.40315528266220574,0.27383812625321713,0
