A0,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,labels
0.4684889356212117,0.6121420841741934,0.4273646590776074,0.4171862593089705,0.5913041730322492,0.4470543488984069,0.415282004060476,0.46333160877670465,0.5282967217967832,0.534511042739208,0.6142884279038742,0.5574120025186379,0
0.39512146438806794,0.44109987874167944,0.5813531631815153,0.5444728406609737,0.6438333612860325,0.5013855785933596,0.2965337609251776,0.5341645110968826,0.4211035940647926,0.5282387988085144,0.600664886835247,0.325028937948282,0
0.5797316775514073,0.5750149766944754,0.3298956604674248,0.47949860902916985,0.5694562815352093,0.5451984514513951,0.4287871050863269,0.3763306933138053,0.5528307252924931,0.44809698365955336,0.5066513796913272,0.4711277977049896,0
0.5943167514808729,0.46405166519634594,0.5593455472668875,0.4542733256619679,0.4600099653797509,0.5107184734689676,0.5253852555335963,0.46821890134160515,0.34050985843591736,0.5148672155249754,0.6096157173212763,0.5033873944026881,0
0.46121874142479424,0.44386295820541727,0.6175806786987458,0.6069385406536547,0.5915058661057477,0.4903708357408411,0.33750946045650265,0.5435387197186975,0.44924541549462593,0.5374649549611786,0.5697143994604874,0.2857733969498365,0
0.43799581065117893,0.4583463587227171,0.518523076455465,0.46812085526706215,0.620316277635907,0.5409618910587478,0.29887103056876496,0.48231620317392176,0.3995985466787209,0.49657161603647576,0.6513659343146424,0.4304242433785214,0
0.5911892392947657,0.5943283036303372,0.44159587049958227,0.34525801104813914,0.5965749601264206,0.4979019750471624,0.4183661206114903,0.5420087416246965,0.4777509040104547,0.5908032815461076,0.4513715384162048,0.45737668730122694,0
0.417383656124121,0.45497173468097435,0.5862370411955082,0.5406586011563388,0.6226217773899015,0.5207189761187229,0.30960378937794153,0.5293932827331735,0.4402559257903912,0.5418616200999853,0.5877492260258704,0.28243728125460466,0
0.6322405107389497,0.5238242439703759,0.5309981279198894,0.4154678998011442,0.4379300916282098,0.4631947486145546,0.5705688707145486,0.47070033596862937,0.3855204227323465,0.5226126843091107,0.5253751629842779,0.5342645229484131,0
0.5817482312363847,0.48911576408156476,0.5549794206520811,0.49023368574024084,0.45562953932714656,0.5117693666475664,0.48246916553795016,0.46913436897503413,0.36830304034529227,0.4742282239894906,0.6752074816205119,0.5188005431991234,0
0.5792166054350298,0.5180503999885596,0.5919744902463031,0.3978465593996148,0.4381639522815328,0.4849210618480377,0.4875094480855157,0.5111927964858662,0.3825419592429126,0.5677969694088866,0.6068346590354283,0.4139944755249986,0
0.453774083484297,0.5654858201353408,0.420878508982108,0.5225264649381068,0.641005431859705,0.6042212620532962,0.3518681008051272,0.36686111410806566,0.5110441749063724,0.49658156605659187,0.514819336662918,0.535205564404546,0
0.31818604320617405,0.5900857640146171,0.4167190587337498,0.5620802401286411,0.6044306587993399,0.5932630695063525,0.34094063871658253,0.35037729837140463,0.5607971383349687,0.44811439619475657,0.6545415832796568,0.5236970353813193,0
0.4842565124482213,0.5947545933594791,0.3589861249494411,0.42704863356028216,0.5845879580446478,0.5829698666638535,0.4230174117459047,0.42012243620134604,0.527624087963347,0.4942868426673137,0.5442643519615683,0.5194392742514383,0
0.532922627174539,0.4876354896225546,0.5302489555493778,0.454124436488322,0.5097962217538964,0.5007797572641923,0.511420588345143,0.46847217322249973,0.33503832182389487,0.528714534145316,0.5921107496430155,0.4918701706112099,0
0.5114169996038895,0.44649561282684197,0.5793085518299711,0.6067021024153557,0.5956369347147485,0.4962573036600279,0.35678591540511584,0.5129027190778386,0.436661632665251,0.5567953565417538,0.5844985838056681,0.32898505750267193,0
0.4917762801205023,0.5357585920544559,0.41643814855267086,0.48964370541920227,0.5858986108226086,0.49399529143703497,0.3965248962387061,0.45966344018555966,0.43172417573241356,0.4076445550012457,0.6241994524049266,0.5600873158267629,0
0.4588183199650362,0.6081431580776742,0.39285960372271406,0.49934297074432893,0.6452884159734248,0.6361800389121794,0.36492484459917096,0.40073971460236735,0.47856028869027767,0.45850905783480655,0.6798668756437773,0.44700249112064516,0
0.4226836459953642,0.5138374468615224,0.5697604336281308,0.6786936425159205,0.5917045067811606,0.3661271963232501,0.4346771906464011,0.469950417273334,0.47204493737605496,0.5952204686014038,0.46738505144923254,0.35886028121450403,0
0.4589369267883276,0.4728062800540438,0.5655083678586618,0.5952925633240427,0.6215008428929497,0.4251981794076779,0.29419192468015515,0.5133777725524828,0.4609383642389674,0.5190014488832196,0.5476607754628836,0.35296790365335867,0
0.5347171793105102,0.4911836967790928,0.4858267338856226,0.3917816955323036,0.5332261946586576,0.4484251701946559,0.3791701502030887,0.5385664033785055,0.43374838881024774,0.4133857166082419,0.5754678539636442,0.6455963486093819,0
0.4880098598361844,0.42679983302351077,0.5631467899017893,0.5765933099163058,0.5464581055596258,0.5166792945677066,0.42135932027938816,0.39886109404354697,0.3742163873841027,0.5913828702178711,0.6382862695640138,0.4121097172994245,0
0.38280513219871426,0.5595044635792303,0.46809569268243706,0.6065983818674227,0.5545373336923478,0.4222470912389769,0.46286391528601173,0.3346411520238144,0.47947095916182003,0.4920984601180265,0.7058369698282053,0.5126894587750388,0
0.5578697541328345,0.4207781682695158,0.5580732032504067,0.5721575835801044,0.56480489645255,0.49492156449779295,0.3713753766990041,0.43775249839008423,0.36956866191481863,0.5979100834140401,0.6739136727506341,0.3587057818709598,0
0.49683786790003964,0.5934774885039472,0.43836563908007825,0.43467962193764703,0.5839713736313684,0.5240554441476375,0.40175365488186476,0.42081252335106595,0.5123840326496516,0.5801822569484161,0.4803119262033101,0.6015546721027007,0
0.5087986173085439,0.4409482819166392,0.5555921442014142,0.5554616423683325,0.5475860840521596,0.5121652187865903,0.3900610794801528,0.3881989326775025,0.3599615392670131,0.6023204298305064,0.6793916847370725,0.4070955113316712,0
0.5552639693557944,0.5437772090767075,0.4355826958515875,0.37181242304974127,0.5387618359867128,0.3890787661775211,0.3834473951654121,0.5316794775798989,0.5364569904346862,0.6937275333796772,0.4114393822074882,0.46787528555063657,0
0.536998280879903,0.526445905446923,0.49945417694860067,0.3421653542801998,0.561852992703979,0.47159142176453495,0.34277267618321683,0.6129455618924528,0.4408594328223572,0.4640879097386587,0.6583627349365225,0.5706240372908132,0
0.5105710643652244,0.4792219336917379,0.555946109882606,0.4915717365723127,0.49374201662306627,0.5518729583510459,0.46051543671162914,0.40034923504176967,0.375322416207626,0.4922253228745069,0.6223456471715425,0.6142450207797918,0
0.6111144725406374,0.47520197133032943,0.5004220444936436,0.4699605008994876,0.44925824532321124,0.47592066182465204,0.5047014570518106,0.52051122231331,0.3792641466479817,0.48454452922112623,0.6253460782506037,0.4542171422843313,0
0.30604702702919584,0.6247262492665928,0.5045126811741536,0.36703458619656715,0.5977423849942137,0.6570978922215187,0.4575587698552119,0.3912872301239349,0.4500599095467315,0.48231074970505927,0.6152528271481601,0.4926921606251313,0
0.5532319658842159,0.5312435310200421,0.4558534761667592,0.40099274935358403,0.5533297580497372,0.45235803450180867,0.34920701760523465,0.5682554460987904,0.4879966981935829,0.4308467581595027,0.5628598757620012,0.5923622955759832,0
0.429049433453057,0.49359078835377,0.4824079721432468,0.4567651281804563,0.5663775858661619,0.5014400344431724,0.4057174649275081,0.4694888596360376,0.3981673213369768,0.49407540473984635,0.6994548335502487,0.5643584535231845,0
0.4693764664391874,0.48221505489087696,0.5447997258686202,0.5753946684228537,0.6166226411525495,0.431173661696751,0.3117720947684312,0.49296891745382276,0.46269809216335034,0.5205275332185282,0.5422605602178084,0.3845646914789693,0
0.41145141344735675,0.5557434508527161,0.44268345479964877,0.6390997174358637,0.6241792048130858,0.5382637084233121,0.2998017869703498,0.45976870771687284,0.5570859307499506,0.47674184782132323,0.6361850566756639,0.43847158580936146,0
0.5670001026360215,0.498814160784679,0.5467519573619574,0.3676978958297196,0.39872673421648824,0.4136195043412327,0.5520699834466528,0.5135356738494526,0.39770357066450496,0.6560580009725944,0.5467082910348424,0.3932661480136459,0
0.42771767226672147,0.5585890809626193,0.2762947243964039,0.1452947473746345,0.5360023250849594,0.2995715141694396,0.21420890609707915,0.8219992943412289,0.506358749609912,0.05301771257463517,0.699477416575296,0.7654846187828456,1
0.4140436499499928,0.5181021084848356,0.4816757675017936,0.4710439902792399,0.5691559725235626,0.501310701799867,0.4203924462119077,0.41729280897074733,0.38236794003399416,0.5835801888180681,0.772658062815288,0.4796145603466892,0
0.45160398268940727,0.4638166019009388,0.5516584590146949,0.6081343939603344,0.6221383244931225,0.46117464603207614,0.31881836078274883,0.48878385829225524,0.46571172015614076,0.524556669489296,0.5335087772502218,0.3795190505798455,0
0.5591727653658668,0.47562853249514736,0.5218471017105977,0.598773056872022,0.5403169154113697,0.5139737813371036,0.4563328449426873,0.37646970043848815,0.3765252225532077,0.5799527846094883,0.6888898958988193,0.4935429102571151,0
0.4623185285417663,0.5364602532768894,0.4731706933112413,0.5149233584284659,0.5788637724348471,0.474374429858333,0.41267738066014437,0.44538979274523116,0.4185095357017953,0.4534245975554737,0.7097134903370321,0.5246019601077926,0
0.33284384997717714,0.4857044962235634,0.5376259114204461,0.5855486870105577,0.631191267615132,0.400364217437282,0.3603906245197285,0.49146368172829286,0.45166665685394775,0.5250380017124129,0.5700220820682211,0.3991290971284019,0
0.5087924373939036,0.5626326240271744,0.39917772616795394,0.3925754923064041,0.4964821309044713,0.3434945073587483,0.4513685340371779,0.5786130514020185,0.5090013276472724,0.36348512197342936,0.5756003186854247,0.5659001028169914,0
0.6670745503658357,0.4905253295469796,0.509761601025807,0.6000062718814518,0.554334231819733,0.4725826229539159,0.4555868283264304,0.4289599603579615,0.36983915809448464,0.4934995473256264,0.6271914730254621,0.5483400150907859,0
0.017945445272757266,0.36819281085456723,0.7418529960626478,0.8857807619232343,0.8466355548077173,0.29942393472641365,0.07838991689881653,0.5601613378966434,0.39975824209647765,0.6508897700610601,0.6810580908027519,0.023790537591715955,1
0.5931161842174569,0.5278459706636782,0.5517430619970837,0.4471397498047981,0.5179714830263865,0.6176477707157928,0.4366549442133727,0.41221522509924213,0.3427766164215188,0.5195306655781453,0.7071784379630623,0.4553401050454168,0
0.5391156147113244,0.4785238011330922,0.523509703495423,0.5533802609427405,0.5972910996772591,0.5083988637125189,0.3744437177177881,0.446537838642288,0.3911287101907557,0.5843693497885272,0.6415306039403218,0.4072908092031643,0
0.4803814682796467,0.41949088457613437,0.602229361496009,0.5562253267252911,0.5506995300994116,0.5313211111861214,0.3630085325787803,0.3997441716673411,0.38379345490083416,0.616976187585281,0.6125790022085155,0.3385111793645781,0
0.462608033773768,0.4932673727458282,0.5818786914565204,0.5426069860728877,0.604421736404936,0.45364036504211186,0.26819218698235947,0.4964508434895675,0.45008395365159065,0.49139947120486965,0.6218312074583842,0.41412355939211565,0
