,A0,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,labels
0,0.46153846153846156,0.6666666666666666,0.6153846153846154,0.7777777777777777,0.4,0.8,0.23076923076923078,0.23076923076923078,0.4,0.5,0.1818181818181818,0.3636363636363636,0.5333333333333333,0.42857142857142855,0.18181818181818182,0.6666666666666667,0.6,0.7333333333333333,0.8,0.8888888888888888,0.5714285714285714,0.2857142857142857,0.3571428571428571,0.2857142857142857,0.41666666666666663,0.7142857142857142,0.9166666666666666,0.8181818181818181,0.7333333333333333,0.4166666666666667,0.36363636363636365,0.6000000000000001,0
1,0.23076923076923078,0.6,0.38461538461538464,0.6666666666666666,0.2,0.4,0.3846153846153847,0.0,0.7000000000000001,0.9,0.4545454545454545,0.6363636363636365,0.0,0.5714285714285714,0.09090909090909091,0.5555555555555556,0.06666666666666667,0.6666666666666666,0.0,0.7777777777777777,0.0,0.5,0.4285714285714286,0.2857142857142857,0.3333333333333333,0.5,0.5,0.5454545454545454,0.0,0.5833333333333333,0.0,0.6000000000000001,0
2,0.3076923076923077,0.7333333333333333,0.46153846153846156,0.8888888888888888,0.2,0.4,0.3846153846153847,0.0,0.8,1.0,0.4545454545454545,0.5454545454545454,0.0,0.5714285714285714,0.09090909090909091,0.5555555555555556,0.06666666666666667,0.2,0.13333333333333333,0.2222222222222222,0.0,0.5,0.4285714285714286,0.07142857142857142,0.5833333333333333,0.9285714285714285,0.5,0.5454545454545454,0.0,0.5833333333333333,0.09090909090909091,0.6000000000000001,0
3,0.3076923076923077,0.4,0.38461538461538464,0.4444444444444444,0.2,0.5,0.3846153846153847,0.9230769230769231,0.1,0.20000000000000007,0.7272727272727273,0.5454545454545454,0.5333333333333333,0.42857142857142855,0.0,0.5555555555555556,0.4666666666666667,0.6666666666666666,0.6,0.8888888888888888,0.6428571428571428,0.5714285714285714,0.3571428571428571,0.5,0.3333333333333333,0.5,0.5,0.6363636363636365,0.4,0.5833333333333333,0.7272727272727273,0.10000000000000003,1
4,0.23076923076923078,0.3333333333333333,0.3076923076923077,0.3333333333333333,0.13333333333333333,0.19999999999999996,0.7692307692307693,0.23076923076923078,0.7000000000000001,0.7000000000000001,0.7272727272727273,0.27272727272727276,0.06666666666666667,0.7857142857142857,0.18181818181818182,0.22222222222222227,0.3333333333333333,0.5333333333333333,0.3333333333333333,0.6666666666666666,0.21428571428571427,0.2857142857142857,0.8571428571428571,0.2857142857142857,0.5,0.8571428571428571,0.8333333333333333,0.18181818181818182,0.06666666666666667,0.8333333333333333,0.09090909090909091,0.3,0
5,0.07692307692307693,0.3333333333333333,0.0,0.7777777777777777,0.0,0.4,0.3846153846153847,0.3076923076923077,0.4,0.30000000000000004,0.4545454545454545,0.5454545454545454,0.0,0.5714285714285714,0.0,0.5555555555555556,0.06666666666666667,0.2,0.06666666666666667,0.2222222222222222,0.07142857142857142,0.5714285714285714,0.4285714285714286,0.07142857142857142,0.5833333333333333,0.5,0.5,0.45454545454545453,0.0,0.5833333333333333,0.18181818181818182,0.5,0
6,0.38461538461538464,0.6,0.38461538461538464,0.6666666666666666,0.4,0.4,0.3076923076923077,0.7692307692307693,0.1,0.30000000000000004,0.6363636363636364,0.5454545454545454,0.5333333333333333,0.2857142857142857,0.0,0.5555555555555556,0.4,0.6666666666666666,0.5333333333333333,0.8888888888888888,0.6428571428571428,0.5714285714285714,0.4285714285714286,0.3571428571428571,0.41666666666666663,0.42857142857142855,0.5833333333333333,0.45454545454545453,0.7333333333333333,0.49999999999999994,0.36363636363636365,0.4000000000000001,0
7,0.23076923076923078,0.2,0.38461538461538464,0.2222222222222222,0.2,0.4,0.3076923076923077,0.23076923076923078,0.4,0.5,0.5454545454545454,0.6363636363636365,0.4666666666666667,0.3571428571428571,0.09090909090909091,0.5555555555555556,0.3333333333333333,0.6666666666666666,0.5333333333333333,0.8888888888888888,0.5,0.5714285714285714,0.3571428571428571,0.42857142857142855,0.41666666666666663,0.42857142857142855,0.6666666666666666,0.5454545454545454,0.5333333333333333,0.4166666666666667,0.18181818181818182,0.5,0
8,0.38461538461538464,0.4666666666666667,0.38461538461538464,0.5555555555555556,0.2,0.30000000000000004,0.6923076923076924,0.15384615384615385,0.7000000000000001,0.7000000000000001,0.7272727272727273,0.27272727272727276,0.06666666666666667,0.7857142857142857,0.18181818181818182,0.1111111111111111,0.3333333333333333,0.4,0.3333333333333333,0.4444444444444444,0.21428571428571427,0.3571428571428571,0.6428571428571428,0.07142857142857142,0.6666666666666666,0.7857142857142857,0.75,0.27272727272727276,0.06666666666666667,0.6666666666666666,0.2727272727272727,0.2,0
9,0.07692307692307693,0.4,0.0,0.4444444444444444,0.06666666666666667,0.4,0.3846153846153847,0.38461538461538464,0.30000000000000004,0.30000000000000004,0.4545454545454545,0.5454545454545454,0.0,0.5714285714285714,0.0,0.5555555555555556,0.06666666666666667,0.13333333333333333,0.06666666666666667,0.3333333333333333,0.07142857142857142,0.5,0.4285714285714286,0.07142857142857142,0.6666666666666666,0.5,0.5,0.5454545454545454,0.0,0.5833333333333333,0.2727272727272727,0.6000000000000001,0
10,0.15384615384615385,0.0,0.15384615384615385,0.1111111111111111,0.06666666666666667,0.4,0.3076923076923077,0.7692307692307693,0.0,0.30000000000000004,0.6363636363636364,0.5454545454545454,0.4,0.42857142857142855,0.0,0.5555555555555556,0.4,0.6,0.6666666666666666,0.7777777777777777,0.8571428571428571,0.5,0.2857142857142857,0.21428571428571427,0.16666666666666666,0.5,0.41666666666666663,0.5454545454545454,1.0,0.49999999999999994,0.36363636363636365,0.4000000000000001,0
11,0.0,0.0,0.0,0.0,0.0,0.4,0.3846153846153847,0.3076923076923077,0.4,0.30000000000000004,0.4545454545454545,0.5454545454545454,0.0,0.5714285714285714,0.0,0.5555555555555556,0.0,0.06666666666666667,0.0,0.1111111111111111,0.0,0.5,0.4285714285714286,0.2857142857142857,0.3333333333333333,0.5,0.5,0.5454545454545454,0.0,0.5833333333333333,0.0,0.6000000000000001,0
12,0.23076923076923078,0.5333333333333333,0.3076923076923077,0.6666666666666666,0.2,0.19999999999999996,0.6923076923076924,0.15384615384615385,0.7000000000000001,0.4,0.9090909090909091,0.5454545454545454,0.13333333333333333,0.7857142857142857,0.09090909090909091,0.44444444444444436,0.2,0.26666666666666666,0.26666666666666666,0.2222222222222222,0.07142857142857142,0.3571428571428571,0.8571428571428571,0.21428571428571427,0.5,0.8571428571428571,0.75,0.09090909090909088,0.06666666666666667,0.7499999999999999,0.09090909090909091,0.3,0
13,0.38461538461538464,0.7333333333333333,0.5384615384615385,0.8888888888888888,0.6,0.5,0.5384615384615384,0.5384615384615385,0.4,0.30000000000000004,0.5454545454545454,0.5454545454545454,0.5333333333333333,0.5714285714285714,0.8181818181818182,0.22222222222222227,0.7333333333333333,1.0,0.7333333333333333,0.8888888888888888,0.42857142857142855,0.6428571428571428,0.7142857142857143,0.42857142857142855,0.3333333333333333,0.2857142857142857,0.5,0.6363636363636365,0.6666666666666666,0.9166666666666666,0.18181818181818182,0.5,0
14,0.3076923076923077,0.26666666666666666,0.3076923076923077,0.3333333333333333,0.13333333333333333,0.19999999999999996,0.6923076923076924,0.15384615384615385,0.8,0.8000000000000002,0.7272727272727273,0.18181818181818182,0.06666666666666667,0.7142857142857142,0.18181818181818182,0.1111111111111111,0.26666666666666666,0.6666666666666666,0.4,0.7777777777777777,0.14285714285714285,0.5,1.0,0.07142857142857142,0.5,0.5,0.9166666666666666,0.5454545454545454,0.0,0.5833333333333333,0.0,0.6000000000000001,0
15,0.38461538461538464,0.4666666666666667,0.46153846153846156,0.5555555555555556,0.26666666666666666,0.4,0.5384615384615384,0.07692307692307693,0.9,0.6,0.7272727272727273,0.27272727272727276,0.0,0.6428571428571428,0.2727272727272727,0.22222222222222227,0.26666666666666666,0.4666666666666667,0.3333333333333333,0.5555555555555556,0.3571428571428571,0.42857142857142855,0.5,0.21428571428571427,0.41666666666666663,0.5,0.5,0.6363636363636365,0.3333333333333333,0.6666666666666666,0.36363636363636365,0.6000000000000001,0
16,0.15384615384615385,0.6,0.23076923076923078,0.6666666666666666,0.06666666666666667,0.4,0.9230769230769232,0.0,0.6000000000000001,0.30000000000000004,0.9090909090909091,0.5454545454545454,0.0,0.5714285714285714,0.0,0.5555555555555556,0.13333333333333333,0.26666666666666666,0.2,0.2222222222222222,0.07142857142857142,0.3571428571428571,0.7142857142857143,0.14285714285714285,0.5833333333333333,0.7857142857142857,0.75,0.27272727272727276,0.06666666666666667,0.7499999999999999,0.18181818181818182,0.3,0
17,0.46153846153846156,0.6666666666666666,0.38461538461538464,0.6666666666666666,0.13333333333333333,0.19999999999999996,0.6923076923076924,0.15384615384615385,0.7000000000000001,0.8000000000000002,0.5454545454545454,0.27272727272727276,0.13333333333333333,0.6428571428571428,0.36363636363636365,0.1111111111111111,0.3333333333333333,0.4,0.4,0.5555555555555556,0.42857142857142855,0.5,0.5714285714285714,0.3571428571428571,0.6666666666666666,0.5,0.5833333333333333,0.5454545454545454,0.2,0.7499999999999999,0.6363636363636364,0.5,0
18,0.07692307692307693,0.13333333333333333,0.07692307692307693,0.3333333333333333,0.06666666666666667,0.4,0.3846153846153847,0.07692307692307693,0.7000000000000001,0.30000000000000004,0.4545454545454545,0.6363636363636365,0.0,0.5714285714285714,0.2727272727272727,0.5555555555555556,0.2,0.4666666666666667,0.26666666666666666,0.5555555555555556,0.14285714285714285,0.5,0.5714285714285714,0.0,0.5833333333333333,0.9285714285714285,0.5,0.3636363636363636,0.0,0.6666666666666666,0.18181818181818182,0.5,0
19,0.15384615384615385,0.26666666666666666,0.23076923076923078,0.2222222222222222,0.06666666666666667,0.30000000000000004,0.6923076923076924,0.15384615384615385,0.7000000000000001,0.7000000000000001,0.7272727272727273,0.27272727272727276,0.06666666666666667,0.7142857142857142,0.18181818181818182,0.22222222222222227,0.3333333333333333,0.4666666666666667,0.3333333333333333,0.5555555555555556,0.21428571428571427,0.42857142857142855,0.7142857142857143,0.21428571428571427,0.5,0.7857142857142857,0.75,0.27272727272727276,0.2,0.8333333333333333,0.2727272727272727,0.2,0
20,0.07692307692307693,0.3333333333333333,0.0,0.6666666666666666,0.0,0.4,0.3846153846153847,0.3076923076923077,0.4,0.30000000000000004,0.4545454545454545,0.5454545454545454,0.0,0.5714285714285714,0.0,0.5555555555555556,0.4,0.9333333333333333,0.3333333333333333,0.8888888888888888,0.21428571428571427,0.5,0.5714285714285714,0.14285714285714285,0.5,1.0,0.41666666666666663,0.3636363636363636,0.06666666666666667,0.5833333333333333,0.4545454545454546,0.6000000000000001,0
