A0,A1,A2,A3,A4,A5,A6,labels
0.07135385813270775,0.09182114105038863,0.18416761960781156,0.10597591385681557,0.19895505687166812,0.020672368657753955,0.0721585331110898,0
0.031226287462934557,0.14252647354565515,0.00033741498820148653,0.11460071753953183,0.17123218518726963,0.0,0.07682086551172625,0
0.05585167222514843,0.08990278647230626,0.18905786135466718,0.0856524488554277,0.20514868315277598,0.021505283122250574,0.0653490471931956,0
0.0611713625800909,0.08341606425106879,0.1856450652264113,0.08087971255832758,0.20506595018588844,0.021225510315579198,0.0727255303602358,0
0.1344818495291626,0.10639983621705286,0.00033741498820148653,0.1984730174988775,0.16898043020849574,0.19955265726319368,0.044056151010487134,0
0.07794194870997063,0.08620851083307614,0.1950692137131338,0.06722914809706411,0.19321267982995557,0.019450213771958456,0.08564534114136518,0
0.04142111166265228,0.15243859690748832,0.00033741498820148653,0.11788578328605084,0.16244901704258127,0.0,0.0786514068355572,0
0.08568917385289511,0.17066783812485012,0.19971501540802541,0.0,0.1281363463556362,0.0009429824499538872,0.09453749625822289,0
0.1516996512891724,0.1889907856033531,0.1199199856354595,0.12885513874643376,0.09759842637791226,0.02442408597296735,0.12031205256238296,0
0.14615707833370023,0.13882320210535548,0.1706828368197498,0.027054955710885616,0.08925516123716032,0.002557779858416942,0.1693555717940979,0
0.0,0.10691484582828481,0.00033741498820148653,0.017944656874692433,0.15349872830478004,0.0,0.13813528576299672,0
0.10414950985013137,0.1277363770538564,0.19899802327132154,0.015770441839437887,0.1359531934470779,0.002841755260896689,0.12364577563023571,0
0.6810218892242496,0.6324442378086571,0.9805227228608485,0.16133057110580473,0.7301264776281692,0.016144342033666992,0.5575553496678158,1
0.09603411746142952,0.12552615870773962,0.19176567124268107,0.05912362341548763,0.15232959329270618,0.002837352541478398,0.10580133812675942,0
0.061855965101457674,0.08967989051247176,0.19032832531826405,0.07520898741530739,0.19767387778443796,0.017785585584624748,0.07709477862952575,0
0.06801980517554304,0.09923518043187927,0.19222765813853449,0.05490843873016637,0.19130580313315007,0.017814803631673405,0.0777192889193126,0
0.06752786798239992,0.10689460527587832,0.18983224167645887,0.08467555228139993,0.18892663938536935,0.014082698430232394,0.07276096768830742,0
0.07301121508415215,0.10733814824527994,0.00033741498820148653,0.07824598994472141,0.10513681794080099,0.010319774192863349,0.1850647650463077,0
0.08658022077865708,0.09144831507272823,0.1994119865813274,0.05827264845547602,0.1834071685944424,0.020141240597020164,0.0937549703416249,0
0.10782513885344412,0.15552515620779747,0.2091542913242899,0.03873093696399333,0.1257127431856416,0.0,0.10921523088762665,0
0.1003099823618304,0.14866635765898872,0.20419585608553073,0.012896216030581333,0.13107856703806312,0.0034707437668824843,0.11049968879527193,0
0.08680068599740233,0.11010835520797645,0.18290315859244566,0.08099949165458685,0.17966740211121945,0.016049313144938855,0.08424789044175383,0
0.06571048035682245,0.10065926571786227,0.18751246236209315,0.08385623491290457,0.1955500043344817,0.017506213025173214,0.06964567798692896,0
0.06393998993786405,0.10845087886091115,0.15186647553089344,0.06327124040548317,0.17861574791212592,0.01716860449523429,0.09367305782919705,0
