A0,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,labels
0.4205232604685333,0.44066341226649874,0.4234382503129741,0.42342156844245527,0.017466553593064975,0.012798209398467047,0.004795632673986673,0.02477963270882998,0.582583056746111,0.3326448585312897,0.3336193391376392,0.3605601939013195,0.6393589139359995,0.4664474273066417,0.3620424150448259,0.24832384752128925,0.544446061190992,0.21898601066666748,0.6405140135207585,0.5811457932073913,0.4988240657161601,0.36426473377901825,0.4467951446206371,0.21571476997121394,0.36184374696177996,0.49159152140016205,0.6074331430633322,0
0.6004406915133683,0.5731596877224054,0.2831898430951754,0.28310970279509756,0.0004648622717450014,0.0006681228794044834,0.00030579061870914925,0.0006650726261478064,0.7038023702564387,0.24476480794430416,0.8073760684775698,0.9996533407900106,0.00031032959766441603,0.4942929247342489,0.4929977895576196,0.15868481266114265,0.810634712412175,0.00897181430133423,0.7670212763975929,0.9245033516239621,0.6357612100839285,0.14218083140354362,0.13961452447817804,0.09766798925727263,0.43684273443306165,0.4710328438704461,0.11034259324851675,1
0.6931694091613145,0.6997243952779015,0.37448851281972734,0.3744705380733321,0.009922252008904165,0.008009297685439168,0.0034288878740308007,0.014218150304371627,0.6450732529371273,0.28417536681923505,0.5357668252005751,0.5485924033350214,0.4513375121267283,0.5091316331221103,0.40794156312303265,0.23486736006711845,0.5782871077294792,0.10702301446506104,0.6305861917257009,0.7490581730392872,0.6845321660959045,0.2590649381661608,0.27217625403137474,0.17739973455985986,0.49381522567791314,0.47301170034493134,0.4178848709710058,0
0.4152728532034728,0.40428293471397125,0.3316919892539539,0.3316769988119378,0.010591779294334209,0.008679745325263076,0.004013061054657102,0.01492180968215163,0.593252114632382,0.25333114482065516,0.5382320384452449,0.5485924033350214,0.4513375121267283,0.5091316331221103,0.3489615938699099,0.1875553786995881,0.5009539724927887,0.10931186617616713,0.556010102413579,0.7490581730392872,0.6845321660959045,0.3115213556185076,0.2971527100374021,0.21724511257939036,0.539009105927207,0.4214214857548142,0.5942225603163871,0
0.4454626949775704,0.44386169600738035,0.26178446205301464,0.2617687405450398,0.010510545064008055,0.009369348611939088,0.003737507667569224,0.015102978935359536,0.6633630664564492,0.3326448585312897,0.5406972516899148,0.5485924033350214,0.4513375121267283,0.551815838937579,0.40419172771955664,0.2740654509102657,0.5616057805482458,0.1301022692187142,0.6295186840058021,0.6069383615066837,0.4988240657161601,0.30889696950566387,0.37855839802852015,0.19030317684651338,0.37187197482774764,0.5098408713299045,0.6058997718516329,0
0.5806606820528767,0.5801885404624546,0.6679019049698889,0.6678788983500685,0.00991439063177583,0.007990142038587058,0.00338479933209674,0.01422536325301825,0.6862253333556014,0.3326448585312897,0.33485194575997423,0.3605601939013195,0.6393589139359995,0.4664474273066417,0.5394183501766928,0.2343245293630224,0.6742775378309658,0.10940723499746326,0.6807377044065408,0.7490581730392872,0.5916781159060325,0.25649794419494976,0.286057717863558,0.16838144251093837,0.43771792676707644,0.5313582135005868,0.41545506735862114,0
0.4201482313781714,0.4382646994608377,0.2514396472509089,0.25142607198561323,0.01809415353381055,0.011917049643269919,0.004652344912700977,0.02529641114440199,0.5871555101259414,0.3194259062461839,0.33238673251530426,0.3605601939013195,0.6393589139359995,0.4664474273066417,0.3611994287913313,0.24009567684867525,0.5575290472221589,0.21211945553334913,0.6592594490821794,0.6105572949898181,0.4988240657161601,0.36605954257189754,0.44333432137375023,0.2179792252696595,0.36948951099534805,0.48200785876100155,0.6074331430633322,0
0.4173355132004607,0.4060819693182171,0.3135348540500039,0.31351793188163257,0.009972040730716968,0.008028453332291281,0.003439910009514316,0.014276060963840702,0.6344041950508561,0.25333114482065516,0.5382320384452449,0.5485924033350214,0.4513375121267283,0.5091316331221103,0.35274049776488514,0.19755489166977858,0.6000019525888405,0.1081674403206141,0.653857860019492,0.7490581730392872,0.6845321660959045,0.2707990223963505,0.286057717863558,0.17921807522344954,0.48112495914207054,0.4597561363114564,0.4271794595465348,0
0.4201482313781714,0.4422625541369395,0.27714575125972063,0.2771368591481501,0.030044756998404275,0.023027324817494588,0.008554180873865322,0.04515588477424103,0.5521000342139079,0.3987396199568187,0.3595040782066736,0.3605601939013195,0.6393589139359995,0.4664474273066417,0.36067619594433464,0.27612249357841917,0.6609241562220484,0.2223239194120309,0.5529997306434646,0.5623457404517833,0.6845321660959045,0.38635549084021137,0.45003966641459425,0.2427865871800616,0.44552171136095664,0.5215175177638243,0.6074331430633322,0
0.5067799512516691,0.5056285507531544,0.32923239524685777,0.3292160717096868,0.010657290770403682,0.00879467920637574,0.0037595519385362547,0.015253087644156144,0.6222109860379749,0.3678953979582385,0.5369994318229095,0.5485924033350214,0.4513375121267283,0.5091316331221103,0.5170356117218357,0.23786721395817564,0.6498171378744437,0.12008854298262502,0.6268926150148513,0.684868107105377,0.6845321660959045,0.3134361661620734,0.3525895000619881,0.200981692979582,0.45202486518919016,0.49166495942804833,0.6054751459776241,0
