,A0,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,labels
0,0.4884295021787693,0.21567447811077312,0.6374508727571899,0.6155757675431748,0.46989709396804163,0.6356350915023024,0.44686763843495014,0.2740449893904038,0.13922499068153793,0.4040346612567964,0.7446653218218368,0.5295316086817111,0
1,0.3248682541312391,0.7756114539141543,0.08525929464846721,0.6980748185882744,0.769812460851653,0.5552357677182449,0.4361438958928347,0.3127262253936719,0.5842675688849385,0.2744043896493244,0.7573915169251711,0.4542377113606246,0
2,0.35852194786568614,0.7368229473779055,0.34538693307743584,0.3714587674758632,0.8203850143130464,0.47571949443948847,0.4128600849813566,0.43038400272734223,0.537277944121996,0.5252298062403019,0.5046281070224468,0.6054965821933549,0
3,0.34443672105269874,0.850322317255545,0.1488676949107529,0.28845869600064955,0.6124732400704622,0.49313577662769437,0.7010381495439708,0.4364981866701151,0.5821478747762545,0.37300648546559595,0.38905645710185355,0.5864014142256802,0
4,0.39338225726086884,0.6200934279493654,0.5589061479724189,0.15676596169900053,0.4957724525842807,0.36833243299022556,0.4082437519889361,0.7895961299954741,0.38595021688464354,0.2633623194032872,0.38203735198059774,0.5699366379224728,0
5,0.36952438996114695,0.5663219233543162,0.3449899452567484,0.14735760298502698,0.5517093171643418,0.3484440604985457,0.44316796727237073,0.5806570308413028,0.42367053195106064,0.3126474205818199,0.5097284339709914,0.7275388103365594,0
6,0.7226170405361347,0.40843331367814045,0.4702909373156231,0.10898443436389493,0.3478054487546164,0.4454454104493182,0.3985587594243044,0.7577814481951931,0.47266516205931863,0.20019663010936684,0.4254077183775332,0.79520967938732,0
7,0.5749499964274712,0.6934547410278828,0.2319750417863904,0.2172790982187405,0.5750589555932124,0.563768539267553,0.45628343664125504,0.3766389034203458,0.7622972978508145,0.40821547775708555,0.2898902726212691,0.6828278271035328,0
8,0.43014854621740184,0.7538930637900714,0.28439523012288825,0.16314460407242176,0.46077959804642243,0.3133724070964329,0.43984957139054404,0.5267320680189739,0.7223354318646344,0.8410138792014432,0.20066093202319418,0.4976122172754589,0
9,0.6569298303309107,0.5372705116689253,0.6839846899593567,0.20717888719337654,0.28792767692524535,0.473337626409864,0.743459777959687,0.5269460233117224,0.11236017186930392,0.44208771810619407,0.56469764734229,0.5774858903748095,0
10,0.5502342490520968,0.7661347006649675,0.13125786275446572,0.22365843452627548,0.5052281017341888,0.4473998504565811,0.3885525349302197,0.5120373363741632,0.8544476712036995,0.4715295409699216,0.4830924161655742,0.3973154114846247,0
11,0.33392354977810096,0.453054588411091,0.7282563610453648,0.36626952817337805,0.7538326666131521,0.6090251596088414,0.052997264024625845,0.537421603606675,0.26968653103355056,0.4608258187258979,0.9417525075141885,0.343657691554655,0
12,0.5342416231299231,0.2209702170005059,0.6906417650352292,0.6614510578678596,0.47616335771618257,0.48542853888410836,0.43782811189678955,0.3063616432236715,0.12178922662909242,0.6333375395721561,0.8081854971323851,0.30346973347066974,0
13,0.5914574450315588,0.8385758477149144,0.3143897133611042,0.13463223920741624,0.618781219917794,0.2704626936536525,0.432336146697916,0.7320292248822953,0.6935014479456375,0.7087281304470214,0.3001841393901768,0.34960799502864476,0
14,0.3509306792205168,0.6992001971100886,0.4393450522312769,0.5827755837894215,0.6285440512526522,0.5195054917170314,0.3624657002355702,0.42408172621951584,0.6082948648106201,0.31803048182696825,0.8025118230854867,0.461151356765668,0
15,0.6291336641510701,0.21730151344985316,0.7814643648673992,0.672778838340415,0.43373998102549544,0.6790466663433702,0.4212911722263475,0.19318987356652892,0.2027144372672944,0.5863141006529838,0.753052721552047,0.3001186088150751,0
16,0.2467017988983362,0.48364532463561144,0.5440759150227036,0.6106474474674528,0.7075315888840501,0.3518172457620906,0.3885725493806529,0.4394042168001928,0.39235537951740607,0.4880323261009136,0.612157068965214,0.36448942877654145,0
17,0.5551936760090264,0.6204243368764509,0.5844091931427883,0.5767834627173488,0.7274921102847249,0.4750146329250399,0.6020847051571235,0.2729834419763827,0.22180192431360823,0.4592893859954434,0.5736970863063257,0.7683496065762628,1
18,0.2057303360684865,0.6235221228565175,0.32207005876788664,0.7581320403952927,0.7536253502414161,0.634596407574611,0.452975047984645,0.12646873842789885,0.7114911996854251,0.3848999724052244,0.5517762328281665,0.5375717540768232,0
19,0.5619398405090686,0.5968042171352617,0.27534801458177327,0.2620739331283452,0.39981025495489286,0.33331152961715305,0.43346796386991415,0.7833491056786321,0.48979474807384316,0.20676806937798042,0.6624621212787399,0.6194302804332342,0
20,0.27425569558080565,0.8482555318603501,0.38318428037743957,0.07256399633880356,0.5613526887606083,0.3613548678863966,0.5107057295367256,0.549017510242228,0.5032921819127628,0.417366127204982,0.6255005795026654,0.5100718179212811,0
21,0.6802279226005736,0.670380820359112,0.7002735109192185,0.30667516042021875,0.6081537276178907,0.5247327447081817,0.4139868985407465,0.718055122877346,0.5318097477256808,0.39889981432460053,0.18604937468232874,0.5451522193752322,1
22,0.38402980293363753,0.9078825297229973,0.28052596779470523,0.24868100473332458,0.6134643134572975,0.10622544967345177,0.4102952331583404,0.5862845252719995,0.8379806175989908,0.6346285313339369,0.5423687677082473,0.539409055697905,0
23,0.36557662742878716,0.7961668785679856,0.024316188478865797,0.5699232300689978,0.8322797911413966,0.8043518713791264,0.4174854244764721,0.0598745657706799,0.6423574275310376,0.3473516642145681,0.9315694409514044,0.34036331752828297,0
24,0.43959469070181967,0.6383404638226838,0.2512563295601238,0.3936424532236362,0.642395692370315,0.3521803904143345,0.45125780813747535,0.5247712030282903,0.45036946165913677,0.14485870504235582,0.6587441588065939,0.7255071378103903,0
25,0.5088118431929605,0.3105432767080383,0.8611370826323304,0.6091957373015262,0.4530039699821063,0.6043493902665955,0.4106965228895263,0.21666617684227857,0.16743023441564028,0.6527384694744929,0.7764825683136033,0.3380578232161148,0
26,0.3556331680191014,0.24081398811837607,0.8907605875967315,0.6296279333462405,0.484154518959651,0.6002070601184843,0.39828256000832607,0.18115077382456843,0.18639586465087513,0.7956724735873624,0.6438265818488158,0.11750217780539629,0
27,0.3782565018839765,0.768122546340207,0.11049471527075244,0.18366562368369374,0.6677767784173544,0.6153159076529916,0.37092780987873253,0.4775176483727055,0.6580841242079307,0.45778484672419506,0.4297447550172268,0.45263592485081666,0
28,0.6649867106663404,0.6133464740059078,0.608101836958471,0.5148630278149611,0.61549955344812,0.5181995243030612,0.432336146697916,0.48647908351897684,0.4840091095646332,0.46355617616837524,0.11190293198450202,0.5544905354138113,1
29,0.3410231816893471,0.18073607700689287,0.8537558470145832,0.7646813905606918,0.42642133386595094,0.6636513630893911,0.3428905669893664,0.20405221919837305,0.34073314791983256,0.5926095921658571,0.7059362529480769,0.25639224899906066,0
30,0.46374072621228196,0.6534765570959433,0.12845636077158,0.2849418379122576,0.4455886173198923,0.2239892003938202,0.5232597935709583,0.5684439454766678,0.5743736150307817,0.11936889777591653,0.5089334864603907,0.6737505639593777,0
31,0.18551171623806573,0.6557087969546811,0.3635730820354798,0.6953400242460579,0.8135916107660403,0.5893036983237829,0.3016878186050329,0.20280845711195625,0.6587087683655621,0.45403389858711973,0.43388657224613125,0.4900728961832363,0
32,0.5193983577724266,0.45915048900764405,0.8103014232697834,0.32799628606462333,0.5584420427488886,0.6899071725579932,0.4494465003732696,0.4441041797694691,0.03756057000315394,0.4040221812075418,0.7655537987762733,0.4828698225691576,0
33,0.424056793269829,0.6913421068054411,0.4545544769959247,0.5532646477347561,0.5946377114800808,0.614590746126927,0.48289565065977647,0.350742083948063,0.5638130327395459,0.2545000977603858,0.6096790135615935,0.6005209707762633,0
34,0.44954004284195365,0.36913847661490534,0.547149832785992,0.21435555379758914,0.6110011674187152,0.5604596373741259,0.22438900886440016,0.6826854915975524,0.3093043307296253,0.20971197432992528,0.522544324479283,0.5804369230943847,0
35,0.21473500117585875,0.8366892681450722,0.05608890336905764,0.48460680652214794,0.8442099634478482,0.5184611688972244,0.39664637868541097,0.2941567869087575,0.6122731312899619,0.46398049784303147,0.5905879621731613,0.5179629929146838,0
36,0.6404181230833146,0.6776508496186375,0.4210014770684776,0.2049471950836156,0.5484712629801854,0.6763963870490437,0.3041285808353632,0.48628863979686004,0.7450806712569478,0.7556739157263874,0.2016880323466253,0.3774541100224448,0
37,0.37162579394127515,0.395721626652601,0.7223487715964797,0.703953134465695,0.7237812736430732,0.3362798424267987,0.17530156773190253,0.5545862257463454,0.4664975690078193,0.4881085930685806,0.42726845834703686,0.21945326443806934,0
38,0.5265618693362998,0.7694258490903793,0.057367477936375144,0.36765947820318257,0.5741803892617704,0.8314986258019914,0.49089842866549654,0.13185994157374697,0.8477721707715686,0.314106199672468,0.6556294419011205,0.5029779892684558,0
39,0.35537291758247214,0.7871019673931114,0.13775272039326425,0.2517967689039796,0.6707348290872454,0.7007992565684635,0.4664677897441954,0.30070123259409043,0.6044149029855942,0.48723221627648017,0.47603286017541613,0.5843470414478219,0
40,0.521937455668704,0.3585988279445014,0.7907997388093926,0.3294250964047968,0.2737378825792937,0.5974079140723064,0.6535058312101338,0.4817838228638269,0.16169579624721983,0.34062907768275985,0.44410657221095656,0.4969907978854714,0
41,0.4992431444120209,0.5512472276410221,0.4167242755314503,0.25100845975078057,0.543297202556312,0.5246481613264479,0.3755991826098444,0.597083389663138,0.4695972376392137,0.292360407182407,0.5697452122879187,0.7883002902794684,0
42,0.4889774476435269,0.28589255506743166,0.6124139460452483,0.5056149678812596,0.4949886955691814,0.5012726979504882,0.558514247286541,0.32948057062581926,0.1378067412416697,0.607369330417624,0.6072589963611805,0.5291598920603031,0
43,0.4383842895801876,0.26000790194570467,0.6973672862870824,0.6274809011983549,0.5172613001643993,0.5472026020103778,0.5323923873036333,0.25032416578008465,0.13924444681103793,0.638375319454594,0.6385662101580926,0.4096870486551518,0
44,0.5082146867365493,0.45974094216549194,0.6881831783940063,0.1678335168789064,0.25804630866247436,0.44612546083845817,0.7326249552176672,0.5491668087157393,0.17306841594337652,0.6450840392650082,0.4795010825004265,0.3382862444987358,0
45,0.7318313255406466,0.5241302377799918,0.7385876268478756,0.18587788563827018,0.3939023704225272,0.5842580176587545,0.2546838817626327,0.9878127773630598,0.6233682451390397,0.13500917283620206,0.6511094969846516,0.5481060896262686,1
46,0.7651632550988974,0.4710193549827509,0.4429186270792237,0.6411187883355227,0.5956287848669162,0.3667332431862447,0.5927799871507229,0.12631591321879282,0.13475315291698575,0.6322087884506851,0.5395706228202698,0.6355687406184115,0
47,0.4586932872895106,0.7002682754422119,0.3023555067001962,0.40320347744263074,0.6360674865354968,0.5397006199397992,0.5283674813215142,0.23682382192336407,0.7776799282376023,0.43615553469384355,0.3084976723163047,0.8056901018390039,0
48,0.4946494876142085,0.756779147793894,0.30271348020057465,0.14654639400607478,0.541488240800494,0.18721798490806912,0.30247738867462315,0.6373892751970563,0.8453094343795952,0.6484716793015609,0.4346762435564404,0.503711491151158,0
49,0.516786862936505,0.9103635493052309,0.30780998246408975,0.19502046758668454,0.34114857062314363,0.38509460369302323,0.49559882234973657,0.4435704671161296,0.646872273581853,0.12619132470176148,0.9660529273238584,0.4569319474829676,0
50,0.5513121590423541,0.44995759980193306,0.698652705471998,0.6876560918047074,0.7197999144187904,0.5999657155359372,0.18560700825996373,0.5492091295428763,0.303175649937126,0.38416087615492456,0.9049703565480283,0.3820821238355479,1
51,0.3475781804141199,0.6971102879585431,0.310750430184216,0.5520245874735178,0.828658075257107,0.6845073694681059,0.4169050054139089,0.2352121037565612,0.5674574729969403,0.47237957099137345,0.600825549472292,0.48260451337754195,0
52,0.34124747024746027,0.6830071886974268,0.11450908349201433,0.45993536697664705,0.820221942288937,0.6544644800546747,0.47297748974759785,0.08654491591674557,0.573817579329808,0.458722237090429,0.5425921268539249,0.5454260411612313,0
53,0.25695992474503737,0.6428352436346877,0.36238006518813803,0.4778569093978803,0.8461699880477054,0.647679765061199,0.3851000422304905,0.3924974578114255,0.5391416365267327,0.4415857427917315,0.5635245721441247,0.5869419639690254,0
54,0.6358817213815606,0.27913364056034445,0.6189163327634049,0.44842091822749797,0.23364997538118087,0.6243618183848183,0.7135561875674238,0.23588218351956458,0.14935856213058957,0.46133056738463923,0.5768716001484371,0.6524974533155135,0
55,0.3719830468133753,0.7312066653828995,0.3467462741324105,0.37819478591785627,0.6916029916763741,0.6774948432331603,0.4180418261985154,0.19789806558552633,0.7221715907741082,0.4398732026995733,0.28238223960632514,0.7844469225552537,0
56,0.33650334137901494,0.5220367404593574,0.37039100562490673,0.4060041955256516,0.48014218869202957,0.5436241610738255,0.27228659091864327,0.4159091042679379,0.4102714027664568,0.15718622036161634,0.777650367311477,0.7217289646698957,0
57,0.3112046330255911,0.3882040137259428,0.8915080198384397,0.6642982695365006,0.5724169359777969,0.543954600151799,0.33093493502308674,0.39110322167296585,0.18317638722203333,0.5937633033858374,0.7742841515254375,0.11404464572000933,0
58,0.5195701230606018,0.3094879563104531,0.8193938132870455,0.6275273947839748,0.5140339910360952,0.505871778359962,0.401449846789382,0.25308912648637216,0.14009642048177473,0.732086622635204,0.7626096790135616,0.30468135940457225,0
59,0.37646266660168287,0.8055152551008814,0.18629885516926054,0.43842340945096625,0.6089855213532702,0.7503053460080591,0.4018201141223965,0.23514862251585564,0.8033661152048628,0.12075834325959478,0.7606750722399757,0.6152477590595284,0
60,0.7181568212349213,0.404565666085782,0.6031162175000445,0.3711555182681625,0.34605526877493087,0.42122298547759723,0.7008450100972904,0.49959618877440065,0.1001171463797263,0.4316474635686562,0.49712535020779436,0.5968676490200584,0
61,0.39553429178048677,0.7006888885965196,0.31490237521919884,0.23608610056909535,0.5689096233352273,0.1746387443766148,0.47444855185443896,0.6651305773853958,0.2831778208315754,0.4740699243293013,0.8391005133742884,0.7513754933757827,0
62,0.5044822222926738,0.46903549616205453,0.6422592166198267,0.2343824923198842,0.38001343764043627,0.46939152970737535,0.6820684534233717,0.5309723797824004,0.0670990706114139,0.49151425984294544,0.5587267473456315,0.46640220873448923,0
63,0.3170120032233199,0.9520333556198503,0.1892933753684115,0.21396070528687586,0.6669234945702704,0.18381998851921566,0.4492073276905927,0.5702931305068507,0.7736801576151291,0.5742361863188153,0.4569382913201229,0.3787735621518702,0
64,0.28576586261899944,0.5110023231401424,0.3713896353324636,0.3207058142657587,0.5795036163433563,0.4880641570589343,0.5325244826764925,0.44818931516672644,0.25067584449842095,0.3017426308775832,0.6628666299677624,0.5975316313819627,0
