A0,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,labels
0.4715357023386968,0.47107507655232206,0.390675251603845,0.39059576907061566,0.08475540918880763,0.0551079594118114,0.030258232802227347,0.1439831193506222,0.5563881681580279,0.501215487367509,0.44217456081557766,0.4030808136306198,0.5968085944003898,0.49512587280336257,0.5706802457427272,0.41795768706231107,0.6285742182596518,0.3434784031121157,0.5895366876318855,0.6629943895655477,0.4526194572216574,0.4245057813180383,0.2614333381971814,0.3412341174472441,0.4607232339696531,0.5061440579817107,0.41589114602593774,0
0.415104776407333,0.4313913355247225,0.38062069568754736,0.3805414665280257,0.10875525811181268,0.071845644619682,0.035494605470906375,0.1746736226315696,0.4140684621252157,0.4594103574963146,0.44301791378371014,0.4030808136306198,0.5968085944003898,0.48175373760568724,0.4389225265593543,0.5058222153382128,0.5135229867994971,0.41510149304718097,0.5534731178140098,0.46319531861630825,0.4526194572216574,0.7702019955209491,0.6350546912521301,0.532308081548218,0.3754121372770973,0.44877421709169935,0.6126952621482528,0
0.5410959712160601,0.544881779610023,0.4588863192117443,0.458811699011887,0.08653606248137131,0.06107924170218685,0.03191463640150336,0.14660049511110998,0.5563881681580279,0.48553856366581105,0.4455479726881073,0.5345446807823351,0.46536159811933164,0.5352422783963886,0.5109450100558548,0.6223256312007476,0.5611014904888262,0.36112785574437617,0.4901014838470387,0.5070128197862327,0.4526194572216574,0.6105191525770544,0.48982232270047726,0.46713361165877476,0.41069184942979337,0.4892879707099032,0.6024672538086392,0
0.6040915686204237,0.6052920605373883,0.3858101255614287,0.3857306710943148,0.08621830280290035,0.05673649094555016,0.031113150788950463,0.14544874638129038,0.4381533354538455,0.42021804824207,0.5830145064936906,0.5345446807823351,0.46536159811933164,0.5352422783963886,0.4587342127670608,0.4365413769852548,0.6409002554848663,0.34809216043922114,0.5488512523680367,0.6629943895655477,0.5883036229043638,0.5989239253923317,0.3992498064799945,0.46713361165877476,0.5247019865781698,0.3979430923168728,0.5134994562115153,0
0.4715357023386968,0.47233888996084433,0.37334642735241247,0.3732661702339501,0.08614036174969049,0.05610317312687398,0.03116658316312066,0.14558212619572158,0.4184475300031485,0.4698616399641132,0.4484997080765708,0.4030808136306198,0.5968085944003898,0.48175373760568724,0.5690993132069609,0.42632824427972765,0.6074473904556337,0.3487512686288076,0.6055179266035253,0.6629943895655477,0.5883036229043638,0.5957118314020297,0.38514403813646664,0.47095256898784105,0.5495074629466717,0.4280737590386025,0.5041105527689436,0
0.5687433376119628,0.5692733783945032,0.41407673617076673,0.4139995015597568,0.08660201260331811,0.057279334790129754,0.031968068775673555,0.1460694130260742,0.46661727666040803,0.456797536879365,0.44006617839524664,0.4030808136306198,0.5968085944003898,0.5218701431987133,0.4508095382839782,0.44428019403531926,0.5135229867994971,0.3472865837630599,0.4485046948332796,0.6629943895655477,0.5883036229043638,0.6126941579247477,0.36001813827455775,0.5131232251545593,0.6191529050719428,0.421896479492599,0.5454988348527444,0
0.5748030343562706,0.5749605387328535,0.4297206237927732,0.42964400856296947,0.08523504643932983,0.05646506902326037,0.031006286040610075,0.14467933834876326,0.5607672360359606,0.48292574304886143,0.4438612667518425,0.5345446807823351,0.46536159811933164,0.5619865487917391,0.4400832112058664,0.5088229811331356,0.5618657047967894,0.34560219616744997,0.4578135224216482,0.6427597295568451,0.5883036229043638,0.5365977787733318,0.3276059867499075,0.45443377714466265,0.583306523967571,0.4881708031324345,0.4471194553023179,0
0.6152010126516541,0.6155289491464182,0.4298049690306668,0.42972820629383685,0.08506717340164704,0.0554698553081978,0.030578827047248517,0.14431893220567127,0.5060288875618021,0.41760522762512037,0.5821711535255585,0.5345446807823351,0.46536159811933164,0.508498008001038,0.4391026327976062,0.48113170379753095,0.6778783671605109,0.3450895564644383,0.6437947840997544,0.6629943895655477,0.5204615400630107,0.5150205734035002,0.33948179906853937,0.412911623165899,0.49728252117451976,0.42997951549428437,0.43265056545603553,0
0.4147260453608137,0.4305066661387569,0.429351271688023,0.42927749693398076,0.13468564696816948,0.10504959311313344,0.04810464577507216,0.21369061562370978,0.4381533354538455,0.501215487367509,0.45988497314635834,0.4030808136306198,0.5968085944003898,0.48175373760568724,0.4377018065000916,0.6176402249595523,0.6545575047304043,0.4108539069365123,0.3964598860437638,0.45842779980130843,0.5883036229043638,0.8159059158403593,0.6317356869360058,0.6237288761001598,0.5145750640224217,0.4730561829666812,0.6126952621482528,0
0.4272241698959482,0.4318968608881314,0.39289123302378337,0.39281589921203497,0.1075082012604549,0.07582649947993231,0.04233394936469122,0.17086018591055419,0.4950812178669704,0.456797536879365,0.44217456081557766,0.5345446807823351,0.46536159811933164,0.5218701431987133,0.4672192177691492,0.6059003868495902,0.492001725804272,0.36559514458490683,0.38200841943804453,0.5949389683132568,0.5883036229043638,0.7668746694592457,0.511343991312845,0.6420130350105477,0.6351110339368666,0.4285666270874858,0.6126952621482528,0
0.550059272650348,0.550316177266669,0.4603103913498992,0.46023590909689405,0.0853189829581712,0.05637459504916376,0.031220015537290854,0.14474610210969668,0.5432509645242299,0.4646359987302139,0.44048785487931286,0.5345446807823351,0.46536159811933164,0.6957079007684921,0.49543586176194326,0.5758927289003608,0.5434013010334178,0.3461880701137491,0.48105304304435875,0.6629943895655477,0.5883036229043638,0.5451105480480786,0.33948179906853937,0.4745913868202533,0.5969796973821911,0.47029612189293496,0.4689815396468571,0
0.4149785327251601,0.43619382647710714,0.3917690280528261,0.39169265774318307,0.17428569746440942,0.11970637691678228,0.05510428679136759,0.2719426617215927,0.3834149869796871,0.5038283079844587,0.45988497314635834,0.4030808136306198,0.5968085944003898,0.48175373760568724,0.43828214882334765,0.5281963462652698,0.6305217321412357,0.43333681962574055,0.3983151418917953,0.41002474618336926,0.4526194572216574,0.8523768664387665,0.6630847198906479,0.621026783650348,0.46216732581424536,0.4799234777811213,0.6126952621482528,0
0.5543515578442327,0.5548659055373493,0.4292753019300655,0.42919872284915367,0.08566671996479981,0.055922225178680784,0.031113150788950463,0.14530369767943943,0.5541986342190616,0.48553856366581105,0.4438612667518425,0.4030808136306198,0.5968085944003898,0.48175373760568724,0.48679076232585317,0.47060270100832763,0.5792700693587927,0.3472133495197725,0.5786980876775962,0.6629943895655477,0.5883036229043638,0.5715995204613766,0.36001813827455775,0.46713361165877476,0.5704010955842531,0.4861664730669759,0.47610259201634403,0
0.5552352636194442,0.5554978122416099,0.37834540799714816,0.3782662032750436,0.08697373147247284,0.05773170466061273,0.03292985151073706,0.1471360822729344,0.5213556251345666,0.47770010181496214,0.5809061240733598,0.4030808136306198,0.5968085944003898,0.6957079007684921,0.5511087011860234,0.4628112389443172,0.4770132645384109,0.3450895564644383,0.4113019328280164,0.6629943895655477,0.5883036229043638,0.6236412047078398,0.33948179906853937,0.5448457905153413,0.6462250572471464,0.47943060973223806,0.5741191153950769,0
