A0,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,labels
0.487084428434446,0.4921594000959435,0.38263688334843937,0.37755884367640313,0.5302200764539573,0.4559050142564115,0.4034806117118882,0.5490423132403439,0.5110995035270403,0.6488848356361937,0.35654605553011887,0.2965029934915814,0.6876193192980815,0
0.5644227016857408,0.7111640762903204,0.405483526595942,0.39069622306540697,0.38742910900261807,0.46114508630048556,0.396254090177806,0.5414579722397035,0.4640205776589633,0.5956160253370184,0.3715534729915021,0.31248797117922655,0.6207625439851214,0
0.4183392966555173,0.4162950351397215,0.3512227488831232,0.3959511748210085,0.3017545285318145,0.40874436585974505,0.48400470880594704,0.5869640182435465,0.5299310738742711,0.4408035454050403,0.4916128126825673,0.3551145783462804,0.4569634444683691,0
0.4054495844469681,0.4026967055720968,0.24841285426936155,0.33814670550939163,0.347447638116243,0.4209712006292512,0.47368110661440105,0.3670181292249717,0.4981527989133191,0.42082774154284963,0.5216276476053336,0.4496923629981812,0.5017574839280523,0
0.5744480334035011,0.5043263265511867,0.3626460705068746,0.43010836123241847,0.3588709155123502,0.403504293815671,0.4034806117118882,0.4580302212326578,0.46048965821885757,0.6582068774385494,0.3940645991835767,0.30449548233540397,0.5371915748439212,0
0.39255987223841915,0.430609066263537,0.2712594975168642,0.39069622306540697,0.3303127220220823,0.5519730017311026,0.5314932788870587,0.3897711522268933,0.5134534498204442,0.43714131469697204,0.5216276476053336,0.5562588809158159,0.5752999367723085,0
0.18059571592005574,0.41486363202733995,0.3340877664474964,0.41697098184341463,0.3303127220220823,0.5973869594464111,0.5573022843659237,0.5414579722397035,0.575833026595646,0.4025165880025081,0.7730018900835014,0.46301317773788553,0.3981294821929642,0
0.3195181697233074,0.37263724021208433,0.27697115832873986,0.35128408489839547,0.33602436072013586,0.590400196720979,0.5665935263383151,0.3746024702256122,0.5075685840869345,0.42249239186469884,0.6491906960270903,0.4963152145871464,0.3118842420392457,0
0.4355255796002495,0.47211975652260185,0.3912043745662528,0.4826578787884337,0.4045640250967788,0.3685704801885106,0.4458073806972268,0.3518494472236907,0.4369501952848191,0.5290300124630494,0.37905718172219366,0.2618688751683501,0.5004203484217932,0
0.3495941648765888,0.3919611822292352,0.20557539818029424,0.2934796155867787,0.7072808760936179,0.4908388278835719,0.46542222486116425,0.2532530142153641,0.6335047107840402,0.4341449441176434,0.6116721523736325,0.48965480721729415,0.6060540534162702,0
0.27082370137989953,0.44134458960639855,0.25412451508123723,0.2724598085643726,0.3988523863987252,0.44891825153097953,0.4953606712166477,0.4049398342281743,0.4746133359792806,0.46577330023277874,0.5929128805469036,0.3657712301380439,0.4121694050086858,0
