A0,A1,A2,A3,A4,A5,A6,A7,labels
0.5457133784030088,0.3564776471682153,0.36756776933819035,0.5080507345216968,0.20759551485671635,0.007390257288079467,0.7027645063744121,0.1781256529151527,0
0.4234944657236429,0.4500006379716425,0.6026476389704728,0.6621025035445143,0.007622015508232736,0.007390257288079467,0.6388768239767383,0.1571858454087335,0
0.21470382322972592,0.2354478943637801,0.36756776933819035,0.2923782578897516,0.007622015508232736,0.007390257288079467,0.6133217510176687,0.22000526792799116,0
0.38784728285882786,0.4004884663698278,0.46436536271618944,0.6466973266422336,0.007622015508232736,0.007390257288079467,0.651654360456273,0.1571858454087335,0
0.37766237346888065,0.35097629476801373,0.450537135090761,0.28467566943861067,0.20759551485671635,0.007390257288079467,0.7027645063744121,0.1781256529151527,0
0.4234944657236429,0.4444992855714408,0.450537135090761,0.46953779226599235,0.007622015508232736,0.007390257288079467,0.7410971158130162,0.1571858454087335,0
0.5049737408432204,0.4500006379716425,0.5888194113450445,0.5696714421308244,0.007622015508232736,0.007390257288079467,0.4855463862223207,0.1571858454087335,0
0.31655291712919764,0.4224938759706347,0.6026476389704728,0.8469646263718962,0.007622015508232736,0.007390257288079467,0.5622116050995298,0.2549049471053565,0
0.3674774640789335,0.29596277076599775,0.644132321846758,0.3771067308523015,0.007622015508232736,0.007390257288079467,0.35777102142697365,0.1571858454087335,0
0.24525855139956715,0.2574533039645866,0.6303040942213295,0.4926455576194151,0.007622015508232736,0.007390257288079467,0.6133217510176687,0.3945036638148177,0
0.3522000999940127,0.3839844091692232,0.3537395417127619,0.423322261559147,0.007622015508232736,0.007390257288079467,0.6388768239767383,0.2130253320925181,0
0.37766237346888065,0.3894857615694248,0.6579605494721863,0.3617015539500198,0.007622015508232736,0.007390257288079467,0.6388768239767383,0.1571858454087335,0
0.5966379253527448,0.43899793317123914,0.28459840358561966,0.5157533229728377,0.007622015508232736,0.007390257288079467,0.3961036308655778,0.1571858454087335,0
0.4285869204186165,0.27395736116519137,0.6303040942213295,0.34629637704773797,0.007622015508232736,0.007390257288079467,0.6133217510176687,0.1571858454087335,0
