A0,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,labels
0.4828668741136419,0.4259105552191551,0.6043505248561263,0.4929350883527917,0.5855124112985394,0.6545448023187161,0.46987920887451234,0.459098165601981,0.3389587567914922,0.4654854175115281,0.5335890121684923,0.5798713972927867,0
0.48996057655084535,0.5893313525630407,0.34339083774377227,0.486116697962061,0.6171108460022251,0.633349144531262,0.441157942289424,0.3723803202333762,0.6022488316490611,0.3624083717863904,0.469026195421566,0.6172379361899745,0
0.5300807140633479,0.3944022006143165,0.6745036512988902,0.5655465030494944,0.5179141813513148,0.6449771237077176,0.439009163808903,0.413673356923785,0.33513629239693177,0.4888475589063115,0.6376312565456314,0.4809135356322599,0
0.42582554606987,0.48918358951524665,0.5775730238289244,0.5133189343411031,0.6054936318938053,0.5950437008526928,0.39397098858854473,0.4315541483128912,0.4116051243985993,0.48738188809050004,0.6291524122753682,0.5725670894249547,0
0.387101891211395,0.6589410944841073,0.4584830995524473,0.35157005984253475,0.5936796746432268,0.48201131803544234,0.4693379827750565,0.5396984523521449,0.5407776045971331,0.5374081643757772,0.47341264757548107,0.6158852052957816,0
0.4970938193744651,0.5778316855935496,0.4648428927965492,0.4862483523639741,0.5340962240290331,0.6177809758320759,0.4110700042129724,0.4484364805698895,0.43287093463554244,0.3111600517453522,0.6223903896563046,0.660347545676353,0
0.44281351010137887,0.576084898370815,0.4033585097636309,0.4577934674430269,0.5938311894768433,0.5103377446363545,0.39247329401910086,0.5084229178994332,0.4682748634761949,0.3081394670462776,0.5956859351592851,0.6744528196839454,0
0.47675173077602606,0.4986567739087751,0.5099288066475951,0.3284265236145718,0.5858797297757716,0.5432146030246783,0.3134527716938045,0.6201854868304166,0.43601571836276753,0.36432807485047763,0.5425826312851199,0.6363085885528329,0
0.4327553261104071,0.39817827484503143,0.6492620063045482,0.5400453723060075,0.5615165322014566,0.6211641445145395,0.40793401723260597,0.40014406628929927,0.32932260130646546,0.523152724316569,0.5891833373308696,0.4684814339096968,0
0.47806991822781203,0.6788351743309996,0.4689618070564191,0.4134755644387413,0.612617413548554,0.3830677287302723,0.3621545537512612,0.574270886275491,0.6070657731060826,0.5136799309816666,0.5020736539621783,0.5785647572835771,0
0.38657896305461775,0.5587916487771026,0.43857227896024764,0.36375804782641896,0.5435977224757165,0.4316390439435107,0.4306655134097503,0.639233163807265,0.4889879844499055,0.3836267253345802,0.5104105616323225,0.6476374354411921,0
0.40255327916680533,0.494488266157722,0.5165538951660711,0.6298393209878419,0.6172830366340324,0.6117791326568269,0.47326212396356904,0.4083916387906326,0.5409544106196639,0.3771901505207877,0.5520910252481117,0.6518624332313294,0
0.48162855300527957,0.5373560661311687,0.44331143108380305,0.38967494495427724,0.5707977041736699,0.5210925316292012,0.4014277135360752,0.5941819908294991,0.4456068769423173,0.34323348906006745,0.5432522460588867,0.6511344898891326,0
0.40269311073201264,0.6833061868156913,0.41055004775683,0.3678295270729435,0.6631720015403307,0.48356691712700567,0.4437411126672737,0.5537141469748847,0.5795067593011153,0.5215443948746853,0.523000134326126,0.6263397885721558,0
