A0,A1,labels
0.20996098990516596,0.10609049507596872,0
0.11118082349463926,0.15926859095935703,0
0.07006865643513899,0.07001297010852404,0
0.0207408626670855,0.07197477127281428,0
0.18702366129222625,0.16252560688135478,0
0.18576968734183252,0.16114979539529076,0
0.14005865661187672,0.013429907385285536,0
0.06549254556119792,0.12403623653838117,0
0.10273890190204707,0.05513387520265799,0
0.055409586821845276,0.09249665791132997,0
0.06961948886714726,0.1289650175361481,0
0.19865370205156413,0.08994469510347973,0
0.14055016478796412,0.18791976854407674,0
0.1472966246306803,0.11658293018819399,0
0.06741160611363761,0.12737756096951977,0
0.12102048450481044,0.1512113937628409,0
0.1360964672408663,0.06942548031170859,0
0.14677326512501454,0.12764935595512056,0
0.06923031110069831,0.012731795127416885,0
0.12652811883142434,0.06887295593943553,0
0.15802608436818266,0.11070268358485649,0
0.12681160831005514,0.053164782380972025,0
0.12732824104403528,0.06092208951601358,0
0.05927811810896723,0.1329031813356277,0
0.05514711619335963,0.12841019312386673,0
0.030411938525266413,0.043023058996049114,0
0.09297582806545936,0.150274783678734,0
0.14996650363562453,0.12040131016281944,0
0.1257319489377017,0.19501653202690486,0
0.139464635078667,0.06709229251853821,0
0.07193460520810024,0.06058244109447754,0
0.13475543745191787,0.058100302570478574,0
0.15696887427553977,0.12769350385638292,0
0.010757120773105767,0.14598462196959605,0
0.013719002175853805,0.08765993888672621,0
0.14203810694472674,0.13546123504648963,0
0.19593555860293846,0.11902357705772834,0
0.09531907848041032,0.05997365951366068,0
0.1413077473549802,0.140019505530111,0
0.09379267001732386,0.2051400752580486,0
0.14678002824492312,0.09548431960216215,0
0.07759037267393462,0.05749664081271122,0
0.1396691039065035,0.0013693226182734872,0
0.12350714455162788,0.14584263893797794,0
0.01407401691810321,0.09039506506253134,0
0.11744337110453217,0.05431764552879343,0
0.029712154377756966,0.1717434972364661,0
0.01707904860763655,0.14531899380460295,0
0.0593950048104256,0.12869717945801978,0
0.11957294243377331,0.1488053625084371,0
0.11450809687788167,0.04878433808203951,0
0.09105421413522484,0.06788208259548606,0
0.16845579812256248,0.01597248799463668,0
0.15859122887934496,0.024277148257664374,0
0.19248949329013007,0.15998165381521923,0
0.13883125833150978,0.13709418980733032,0
0.024348468946766635,0.05042761449602086,0
0.05567716124076107,0.17964379651134543,0
0.09391060840404569,0.14864886890724643,0
0.2058779861982295,0.14559808003032906,0
0.03936522861180602,0.033758720201428734,0
0.07368017968089312,0.13905342983487975,0
0.03754922587780604,0.02315398905449164,0
0.06671425438691564,0.08991167879297253,0
0.14391080212232907,0.0733406742436891,0
0.07007350802016966,0.19526070389388775,0
0.12770781784366944,0.2002380832171312,0
0.01976760101089355,0.06098205676600592,0
0.10629309798068558,0.15840029613137,0
0.08961210371904317,0.14641193818137122,0
0.0666421522010957,0.08145548673232011,0
0.20020974042473713,0.09057864629414576,0
0.010466921238772306,0.10610369543997891,0
0.10163676623207436,0.14882130850613629,0
0.09550851820420558,0.19889948350966605,0
0.06314741726606851,0.09750654984283297,0
0.1574093211086785,0.09407096512633187,0
0.1336136661482767,0.0716946851013523,0
0.0872717495680605,0.15395876532107883,0
0.09339801806308928,0.15868007547786872,0
0.1475867468543245,0.07460631331188261,0
0.1997183551146946,0.1435592481371167,0
0.0934696388062987,0.05200667730291836,0
0.015416730150579023,0.07625453455023996,0
0.14438659498184714,0.07766198980196597,0
0.10009535905042401,0.14988732940851665,0
0.11609251481922647,0.003828173547601843,0
0.13993818251357068,0.006796979505008804,0
0.14805160067601983,0.10327590231405141,0
0.02324287829528799,0.15308362295145403,0
0.06093958403737044,0.07309689162270985,0
0.0,0.0820942029723818,0
0.15081964948170512,0.0894076861258786,0
0.05839215455939026,0.01635622503313583,0
0.06240328624083286,0.19609005871860435,0
0.14387929916900521,0.008858322437485008,0
0.026923950550100873,0.048524136373725026,0
0.2020990758944262,0.12136509315184421,0
0.1998856396372897,0.06487691354895239,0
0.18225605857227217,0.17117759182474795,0
0.1507291066697294,0.08439477677282946,0
0.14808431831793661,0.1271842063564734,0
0.10855836617097268,0.15106064049554707,0
0.07411245596599256,0.14402724345138482,0
0.15031985281819318,0.10204725457401122,0
0.14062289339875564,0.0676543428409399,0
0.033268391861674775,0.1731638060751533,0
0.06640919370740954,0.11896108870047328,0
0.06001557634983916,0.11919929431020354,0
0.020192201058903892,0.13769797926161678,0
0.14585963822242576,0.08133785302701092,0
0.19377817402943998,0.12624950120659947,0
0.06223088408397111,0.09826740763228661,0
0.1606905461309625,0.022312990738242548,0
0.19956344981156968,0.09847211059066831,0
0.015245146593722956,0.1384202592674685,0
0.12699593403453263,0.13307855906088484,0
0.08638765820426982,0.05584685960377341,0
0.029539963977282944,0.1592170793531936,0
0.15953863298243218,0.12091298770042452,0
0.11333053196773435,0.05191972367631853,0
0.060338831450270296,0.12907449443946709,0
0.14929121371783208,0.012866070230850042,0
0.011978390786598356,0.11281757178566965,0
0.18257192460778773,0.161483134900237,0
0.01662871992194302,0.07888079560546274,0
0.19034555498674066,0.0461591561968728,0
0.08256009439947873,0.002602415928379913,0
0.0578800147599573,0.015321867338574683,0
0.20469953114311865,0.1281831930567333,0
0.018171240609548885,0.06301730402857983,0
0.11248084786722518,0.15856383284848996,0
0.01421274205726117,0.05380205581482914,0
0.17964127412399855,0.16023183327224877,0
0.054509342778251015,0.09273061385001947,0
