A0,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,labels
0.5362233288755791,0.28399199203691705,0.707525918126867,0.695889197093658,0.5040103965743065,0.6239794737099659,0.41678770681476973,0.3097590576154199,0.4431750614890317,0.4353893805465332,0.5165611703017111,0.3533477258091751,0
0.5746040972034003,0.5800490332742001,0.4176237791857473,0.4315599315637228,0.6176375540789267,0.48956175698916654,0.48601324337227586,0.4109602657446828,0.3615316264966022,0.33956892691626256,0.5568733719795144,0.6089564834434196,0
0.5671573628563312,0.3989008511974984,0.6435622520902269,0.4799318923814143,0.4738349345456756,0.6535855044046858,0.5449754520589662,0.28260861230669543,0.30650705939155387,0.42124056345890654,0.5374322422647096,0.6030515244642195,0
0.5437925871881394,0.6597028589689072,0.40396996618817094,0.40249618613738936,0.49773605764982914,0.5541229068626178,0.5566314010967053,0.39814369587056747,0.4841926783868543,0.18714183182609515,0.6348256310508729,0.5393960512124586,0
0.5223206706490454,0.5001299267433815,0.5076129487357366,0.3284612092339734,0.5013367065528581,0.579571975884524,0.48120764533035454,0.4989237245582827,0.39042178350452295,0.33939498524323863,0.6085293863963619,0.5657276396561547,0
0.632534244914021,0.33405515970519745,0.6947525750434922,0.5116033077399347,0.4306854094279126,0.6965216803518915,0.5518027245790065,0.31471890910192235,0.27628650235986707,0.359578240371926,0.6021462191836151,0.5194338740901295,0
0.604935857824894,0.2582539885989724,0.6688014662914329,0.5221805419162697,0.4250497085725338,0.7060230858588029,0.4729152192909471,0.290775255189032,0.3240424867039442,0.37347818706584157,0.6367193584081072,0.510146372845263,0
0.49208284506776157,0.6245993535751482,0.4181765955768212,0.4020741759439954,0.6031729620226762,0.5295315498581188,0.5237676515893842,0.3870981987927967,0.6063086437669392,0.3968452438173014,0.5075251522652525,0.6163112137935107,0
0.5110302233667815,0.381011361635658,0.6471561522074303,0.5203222981365188,0.5309982703457699,0.5985283403992091,0.5463733483060674,0.2942946200068953,0.27246517709813833,0.5048376005206384,0.5598074620933484,0.49253582380482186,0
0.4203790977075911,0.5477558400686271,0.3326788118812978,0.5075757250575993,0.6131353424280592,0.5982821739537799,0.4430912347360487,0.34213318757025774,0.5751008681449599,0.19061798926083479,0.5757943203160192,0.5864904367892743,0
0.4451275773593955,0.5220103669369867,0.40147774168496164,0.3521797142628441,0.519263389194222,0.4213767480385587,0.5049626501407628,0.5624275184199138,0.49098767076963196,0.3137519686009042,0.4584047437965515,0.5920677288914712,0
0.5782964249723438,0.4955770417258716,0.6009605668977833,0.3755271700766867,0.4119318585497157,0.5163856423855452,0.6785965298862351,0.4903417298744701,0.2848854851446043,0.41561555735588673,0.5036568134277672,0.4549553696496697,0
0.5516861255960327,0.3283547163161902,0.7531366339833951,0.6337800883626719,0.5300574929796533,0.5880169815721616,0.42975583204672163,0.32523621007501,0.3620801448211042,0.4775494970553585,0.5224694215628003,0.327720930270731,0
0.4078751186160078,0.5089191951855189,0.4235025481949054,0.6292009280321437,0.7024300160274681,0.6059334605783775,0.47700604396878454,0.27649488808599065,0.6041563242100038,0.3235161175154586,0.5132515997635978,0.4880257674505998,0
0.5148156693494983,0.5972224993403416,0.39694282698080485,0.3552606884450806,0.4958014698147819,0.4975077208471815,0.5057506152423128,0.4334830350509933,0.6210219757580647,0.5504210229558614,0.34137061218465237,0.5315985068988702,0
0.5823462504450424,0.5077831614842951,0.4471141791344887,0.4505720403552962,0.5299110917380822,0.5606243845974539,0.509188648748155,0.40001013004990393,0.37573419012090786,0.23887810644132207,0.5104592423790866,0.630883889028529,0
0.4587457077105111,0.529453383155318,0.43999602505958724,0.6035838767504353,0.6517651026848683,0.6723885954722167,0.4371765510867576,0.25578928291113745,0.6594056751539773,0.32608777825047386,0.5210157335170237,0.5317708411289922,0
0.5020846125085381,0.6727936038807354,0.3198362183552329,0.38601780389762913,0.5257651729047117,0.5601485660174,0.5643719218725167,0.4454487694746362,0.5851080387450506,0.4278898184134633,0.48437745195899584,0.5144740485792664,0
0.5278029374160742,0.5416981319011398,0.31027055577725904,0.4333162533867425,0.5157781433106968,0.495385115836594,0.49764809208930394,0.4417068947631251,0.5008295423125995,0.21447542772893513,0.5258732332350706,0.6192339405124394,0
0.5433030358771328,0.4992438076512379,0.49828867341513927,0.3770589971322656,0.6319579857289364,0.553920606555263,0.39770246673170595,0.5054904153481992,0.45924110029709914,0.3301011478522835,0.51437878309261,0.6359634984213155,0
0.6080566793636913,0.26285574675523515,0.5988719735462529,0.5917362819761489,0.3537026320775704,0.6425652983759755,0.6165793903916109,0.3139798583837349,0.3065488131326265,0.3395675889033931,0.6173836006700765,0.59004222208811,0
0.5041027183579156,0.4937606256388689,0.41280948840993825,0.5447116228413921,0.5713321858711736,0.6134227005282062,0.4665897387728144,0.35198401843332405,0.3816952516203446,0.36167022349325606,0.649636330237017,0.5624254685112624,0
0.5822689242090436,0.6064018992132203,0.39919326850982223,0.4128039599771375,0.48290957068775603,0.5582968989184484,0.5290064655909025,0.3790131428714643,0.7628491387387626,0.3548992093675825,0.3968155654283174,0.6012107166787917,0
0.6985103549322027,0.2761017975534359,0.4050537016803074,0.5938268839201107,0.5577646044067305,0.6645893710042335,0.6902563523299938,0.2904391071848207,0.24660703021078254,0.32901980727902824,0.5582372795512777,0.7731885215541655,1
0.6384377218468602,0.32362704046619806,0.6826408704754184,0.5731391887338799,0.4833330885651583,0.6400210623676613,0.4900730769540691,0.3167644107670992,0.32212867824327296,0.41710744170528424,0.5668213770543902,0.41675822170242205,0
0.34647727040651055,0.5329699015274885,0.5974450187100234,0.7291040972479065,0.5595943169391856,0.5340316995523378,0.568422524063999,0.31686454021924076,0.5993557879247636,0.33516485755658376,0.5286388765973011,0.367771250791218,0
