A0,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,labels
0.5282814152732265,0.35448329636343295,0.1902369480262213,0.43935748319419077,0.44255778335402735,0.4437366269957908,0.5657008945045864,0.4462446803160345,0.5143045632554032,0.44986389883106753,0.42375782486510405,0.5353840427873938,0.32865971874440547,0.387397631074058,0.44719541264388213,0.3715555872331463,0.4622994570430051,0.44422386558887017,0.4637447635831795,0.48979808542853615,0.6066373047303866,0
0.44904793029841966,0.4293594516574235,0.1902369480262213,0.4591848180896232,0.42486327669987567,0.43844248335098884,0.4798386680821063,0.4436643744986759,0.43324842422972815,0.44986389883106753,0.42375782486510405,0.4422473455150651,0.4908787792306879,0.43908264574240585,0.3580928600816749,0.3715555872331463,0.43738014756042926,0.45344436541821487,0.4396797762096559,0.431489144086602,0.5074992644328259,0
0.5221865318136258,0.4293594516574235,0.1902369480262213,0.5384941576713527,0.4567133886773487,0.4437366269957908,0.5149641243458482,0.5331149761671067,0.43324842422972815,0.44986389883106753,0.42375782486510405,0.5131122238744457,0.4259911550361749,0.4796923001246791,0.4249197745033303,0.43440002850983167,0.46585935839765885,0.508767364394283,0.5022487433808172,0.4340243154492948,0.6066373047303866,0
0.4551428137580202,0.35448329636343295,0.1902369480262213,0.4591848180896232,0.44963558601568804,0.427854196061385,0.5188669528195973,0.49355028696760844,0.43324842422972815,0.44986389883106753,0.42375782486510405,0.39365428606863273,0.48006417519826905,0.3357126164057102,0.3580928600816749,0.3715555872331463,0.4089009367231997,0.3981213664421466,0.391549801462609,0.4162781159104453,0.5074992644328259,0
0.4978069979752238,0.3994089895398273,0.20912227737778855,0.39970281340332603,0.49564130331648243,0.42256005241658307,0.4798386680821063,0.5202134470803138,0.43324842422972815,0.44986389883106753,0.42375782486510405,0.5090628022539097,0.3773254368902902,0.4058565648841822,0.5585736033466412,0.3715555872331463,0.44449995026973665,0.46727511516223186,0.4541187686337701,0.41881328727313805,0.6066373047303866,0
0.5465660656520279,0.3994089895398273,0.1902369480262213,0.4591848180896232,0.439018882023197,0.43314833970618694,0.4798386680821063,0.4643068210375445,0.4535124589861469,0.44986389883106753,0.42375782486510405,0.47464271847935335,0.5043970342712114,0.5166101677449275,0.4249197745033303,0.3715555872331463,0.49789847058954206,0.5318186139676447,0.5263137307543406,0.4340243154492948,0.5074992644328259,0
0.5892302498692317,0.4593099137750198,0.20017659505336194,0.43935748319419077,0.5699582312639195,0.41726590877178116,0.4798386680821063,0.5012912044196842,0.4535124589861469,0.44986389883106753,0.42375782486510405,0.5374087535976618,0.41517655100375606,0.5092265942208779,0.4249197745033303,0.3715555872331463,0.5263776814267717,0.5594801134556789,0.5551917156025689,0.42388362999852364,0.6066373047303866,0
0.6684637348440383,0.4293594516574235,0.1902369480262213,0.43935748319419077,0.48502459932399145,0.42256005241658307,0.4798386680821063,0.44968508807251256,0.43324842422972815,0.44986389883106753,0.42375782486510405,0.424024948222653,0.6098394235872949,0.5682951824132754,0.3803684982222267,0.3715555872331463,0.5441771882000401,0.6194133623464194,0.6081346878243206,0.4340243154492948,0.40836122413526527,0
0.4551428137580202,0.35448329636343295,0.1902369480262213,0.4591848180896232,0.3859353620607419,0.48608977615420623,0.4798386680821063,0.4694674326722617,0.4940405284989844,0.44986389883106753,0.42375782486510405,0.4948898265820335,0.40165829596323255,0.4132401384082319,0.4026441363627785,0.49724446978651704,0.4231405421418145,0.3796803667834572,0.37229781156379016,0.4872629140658434,0.5074992644328259,0
0.44904793029841966,0.3994089895398273,0.1902369480262213,0.5384941576713527,0.4036298687148936,0.4596190579301966,0.4798386680821063,0.430762845411883,0.534568598011822,0.44986389883106753,0.6093262413266393,0.4948898265820335,0.38543638991460427,0.39108941783608286,0.46947105078443396,0.3715555872331463,0.4089009367231997,0.3658496170394402,0.37229781156379016,0.5024739422420001,0.5074992644328259,0
0.47952234759642226,0.35448329636343295,0.1902369480262213,0.5384941576713527,0.43194107936153636,0.43314833970618694,0.4798386680821063,0.5485968110712581,0.43324842422972815,0.44986389883106753,0.42375782486510405,0.4098519725507769,0.49358243023879256,0.38370584431203314,0.3580928600816749,0.3715555872331463,0.44449995026973665,0.45805461533288716,0.4541187686337701,0.4162781159104453,0.6066373047303866,0
0.4612376972176207,0.3844337584810292,0.1932188421343635,0.39970281340332603,0.5097969086398038,0.42256005241658307,0.4798386680821063,0.48494926757641316,0.43324842422972815,0.44986389883106753,0.42375782486510405,0.4908404049614975,0.4124728999956514,0.42062371193228165,0.4249197745033303,0.3715555872331463,0.4231405421418145,0.44422386558887017,0.4396797762096559,0.42134845863583087,0.6066373047303866,0
0.5526609491116286,0.4443346827162217,0.1902369480262213,0.43935748319419077,0.48502459932399145,0.47020734521980045,0.4798386680821063,0.4729078404287398,0.4940405284989844,0.44986389883106753,0.42375782486510405,0.5333593319771258,0.40976924898754663,0.49445944717277845,0.44719541264388213,0.43440002850983167,0.4765390624616199,0.49954686456493835,0.5070617408555218,0.46951671452699384,0.6066373047303866,0
0.44295304683881914,0.35448329636343295,0.1902369480262213,0.5186668227759204,0.48502459932399145,0.427854196061385,0.4876443250296045,0.5116124276891185,0.43324842422972815,0.44986389883106753,0.42375782486510405,0.4118766833610449,0.4746568731820596,0.3615551237398841,0.4249197745033303,0.3715555872331463,0.38398162724062385,0.402731616356819,0.391549801462609,0.42134845863583087,0.5074992644328259,0
0.5770404829500306,0.36945852742223106,0.1902369480262213,0.4591848180896232,0.44963558601568804,0.43314833970618694,0.4798386680821063,0.5245139567759114,0.43324842422972815,0.44986389883106753,0.42375782486510405,0.4118766833610449,0.5368408463684678,0.4464662192664556,0.3580928600816749,0.3715555872331463,0.5085781746535032,0.5272083640529724,0.5263137307543406,0.42134845863583087,0.6066373047303866,0
0.5221865318136258,0.35448329636343295,0.1932188421343635,0.47901215298505556,0.5699582312639195,0.47020734521980045,0.5344782667145936,0.44882498613339306,0.43324842422972815,0.44986389883106753,0.42375782486510405,0.4118766833610449,0.5260262423360491,0.43169907221835613,0.4026441363627785,0.3715555872331463,0.4551796543336978,0.46266486524755956,0.46855776105788416,0.41374294454775246,0.5074992644328259,0
0.5465660656520279,0.609062224363001,0.1902369480262213,0.5583214925667851,0.5097969086398038,0.5125604943782158,0.4798386680821063,0.42474213183804627,0.534568598011822,0.44986389883106753,0.42375782486510405,0.6224466076289186,0.33406702076061484,0.553528035365176,0.44719541264388213,0.3715555872331463,0.5406172868453865,0.49954686456493835,0.5840697004507971,0.540501512682392,0.6066373047303866,0
