A0,A1,A2,A3,A4,A5,A6,labels
0.2576904729311657,0.3930396359141298,0.13867531159557647,0.18822645591700835,0.38117342729298836,0.1978697171073999,0.6236740605296063,0
0.4860885256937534,0.5479271141575152,0.7988702006874506,0.2639245453843668,0.33776163905678586,0.226984862649089,0.5322181295388557,0
0.4433631368363252,0.4323557411640735,0.7224371792754732,0.4085285689183744,0.41961050177252396,0.2696465386604298,0.5078113762897931,0
0.3861521853671775,0.5429905201122784,0.13867531159557647,0.44290748966403337,0.46814609843137495,0.37347507692199133,0.3522215107721159,0
0.3667468465786001,0.4240905613426764,0.7637692130896386,0.20850977792017283,0.4268474629413673,0.20531727653678608,0.5073298690306146,0
0.3613912124414326,0.33250769296863364,0.734550932950033,0.3027851093147086,0.49713738013541975,0.27503690231043554,0.4718718160844961,0
0.396773926060476,0.3407356383497667,0.7366175346407413,0.43791857915117993,0.4940521771259753,0.2802995889531873,0.46283789018361576,0
0.41025536617120095,0.40893787598965103,0.8257797602685779,0.31603503914286846,0.45631596497392773,0.2704437219744721,0.4618911619402017,0
0.35762445726876696,0.28977381246933914,0.6263128646563391,0.3656929590293696,0.5070451315807036,0.2685564962109986,0.4979086130256599,0
0.3185569768933757,0.5164440960384629,0.13867531159557647,0.4623819983711583,0.4252097695630662,0.1978697171073999,0.47420358579695876,0
0.46069944610736757,0.46519218789086214,0.7848562044151989,0.18205950582301375,0.3376037395876952,0.20920105150119436,0.5883519625743145,0
0.37096972121675736,0.31761911236631823,0.7289556440187277,0.3685147591864718,0.507124374808686,0.2525920824164738,0.466372719945114,0
0.39748307874184474,0.42830238267858795,0.7617440059150329,0.3012988227441903,0.42870175447615316,0.21533433573715946,0.49931348126420405,0
0.5198234606239287,0.3912549805331032,0.13867531159557647,0.7002776433422983,0.4196181326018852,0.9935743718094402,0.394330736785092,0
0.36932288492347914,0.3748891451612431,0.7556558879335246,0.30633263010114864,0.48356917854422726,0.2699154583569586,0.4593625407306043,0
0.5558380504859725,0.27051408176347075,0.13867531159557647,0.2832710645806853,0.0,0.2131390891936856,0.9950308693796973,0
0.41298737098620164,0.41371773901889275,0.7629155488235977,0.38886442130256743,0.4633427848418994,0.28058766020080417,0.45503251589255106,0
0.4350625164808489,0.4635694590291233,0.777407534602544,0.44456398218085985,0.43947472457362907,0.27838203990049093,0.4472965352947209,0
0.4000044581425119,0.3945064996770892,0.13867531159557647,0.3592653391987061,0.261079434805494,0.2390192185640759,0.7380773529147625,0
0.36361950681365374,0.02254916203218925,0.13867531159557647,0.22741201939049768,0.25947813461337754,0.1978697171073999,0.8843727121324746,0
0.48289097745736254,0.572667234919918,0.8107621422379889,0.2597699120492841,0.32343563741133297,0.2168489042357103,0.532572178994134,0
0.3665569538672435,0.3340879918868159,0.7525239632246281,0.3802730416269068,0.5094324071970299,0.28362078710438254,0.44623792742343893,0
0.4096154795656868,0.3212862717737165,0.7720770143685742,0.3280171357016773,0.47979250499727805,0.27542631718256033,0.4957156306996663,0
0.553384523567775,0.6774562067466718,0.5276400536967737,0.5028132817430218,0.24235983640857778,0.295259344296882,0.5802251113778573,0
0.39673010466554753,0.297666647888096,0.45702803848315166,0.4514472714740808,0.44257401526804807,0.27270440298416365,0.5842088758486483,0
0.3384288014989332,0.5507924342234138,0.13867531159557647,0.4716997687783076,0.40339909828796616,0.1978697171073999,0.478666025131286,0
0.3859132880851483,0.3560104180301694,0.6266393346135257,0.33490310540350154,0.4617150702404554,0.2663628456301154,0.5181212964274962,0
0.37743643975436847,0.32991080723952215,0.7462257485481839,0.3206332801017939,0.48858145946082654,0.27872437387619076,0.48304349259634655,0
0.499419653707896,0.4957079764802654,0.6457690682531771,0.3170495737992096,0.2866791063518962,0.20800886744595992,0.6400835446828435,0
0.3782605646977,0.33331559373064135,0.756656385577439,0.3506511760499176,0.49087070826920426,0.26878870876794186,0.47487132306961355,0
0.3745753267435571,0.3629888448694192,0.620633224635617,0.3364476908611412,0.46221870497829853,0.2612693310219753,0.5139144807998799,0
0.3590705633014053,0.3632962454809012,0.13867531159557647,0.4287254477440831,0.3555813865759475,0.25604175555621844,0.6572953049017412,0
0.37162704214068387,0.4117217998372982,0.7478549742196946,0.38649896071017353,0.4804863234822786,0.2463758081257936,0.435161136165603,0
0.36958958287540916,0.31176378015549716,0.749108525131859,0.406220737110951,0.5180476135458912,0.27865175757831506,0.4481611240645105,0
0.35513888890051437,0.26089287558269103,0.7317306386548147,0.35343813089517717,0.5220091879581326,0.27219369495514756,0.4820471974291935,0
0.3946799230598097,0.34262506971386186,0.7483337447549947,0.4176727828684614,0.4815763581071908,0.2652743991432749,0.479172315852334,0
0.3662092098945857,0.2856710967025734,0.7244124006193134,0.3181384897942918,0.5076761424701924,0.27110844039348836,0.4889129244659497,0
0.43447351923718724,0.5087123212217783,0.7591228739142707,0.35527622109487583,0.4043077539688299,0.26821336425400344,0.4735755020632951,0
0.3594051137358052,0.28478872706003766,0.7087324703310824,0.37580077987233546,0.5258275375731318,0.28100021653049373,0.46322167979313744,0
0.5425809005256338,0.5036112029056076,0.6927557491726818,0.2140669350569214,0.22164154770588562,0.20806871604311025,0.6997819476340439,0
0.45321541153050393,0.5377205479390964,0.801763130643,0.17390704305614008,0.32549889627324263,0.21170910671244056,0.5563048220803468,0
0.4268829939586696,0.40410605792748283,0.7325046380030732,0.36707537976651083,0.4461563961597222,0.2618654230495925,0.4923089668409788,0
0.3322506800845475,0.17470465488046627,0.7016588635281379,0.4113732102427557,0.6001158958687147,0.31510154552458663,0.436850113207445,1
0.3944052147453659,0.11888418408457954,0.4615041134224749,0.39070653211517103,0.448702745218887,0.2563657359621255,0.6670352054164463,0
0.300988838307228,0.5804362441768666,0.13867531159557647,0.5560636192600678,0.39671331779375535,0.1978697171073999,0.4672153576486763,0
0.45297321586391026,0.4677717552756649,0.8226822008183327,0.3908854493894399,0.41867543168233273,0.2659893903838974,0.47003288321378073,0
0.3152284356699945,0.2543318208412845,0.13867531159557647,0.4041762554487998,0.4010857830177568,0.2445165117076569,0.6646184638347169,0
0.42690372666164644,0.28427350631684944,0.13867531159557647,0.21314420439524256,0.17709746178984703,0.20535318569507627,0.8597386591331233,0
0.3826196154985918,0.33817425522648825,0.7405312689839534,0.37513536843657136,0.5013137917435242,0.2726501402560807,0.4579151865574267,0
0.3813949724295703,0.3118096737679156,0.7363340212568686,0.32479461445838487,0.49636784034368053,0.27380003130266223,0.4853271115828913,0
0.3769261325424599,0.31160964689114845,0.741423203651674,0.36673563797604525,0.5092269617911498,0.28250520925350053,0.4642200992570221,0
0.3874493928966181,0.3383465727523613,0.7548162821823866,0.3874069491245344,0.5022987557180006,0.27396202150561577,0.45324598234121694,0
0.3539509992594974,0.051366886962110045,0.13867531159557647,0.23116459143508855,0.27166633006393,0.1978697171073999,0.8654296500772661,0
0.39259722880622183,0.4013082794043887,0.7225777644245011,0.3355350117317246,0.4495703118185747,0.2627862934644121,0.49268001067011047,0
0.4010363813134073,0.32150015332593074,0.756131534354402,0.3419009821645127,0.4764390489864416,0.2741240117085693,0.5023915872283934,0
0.43265092616640033,0.35578614547136983,0.7700650846802657,0.2541021880576503,0.4059988631526597,0.22169105473581907,0.5721648214789922,0
0.5351025203223093,0.4000587608625054,0.13867531159557647,0.7061812432910206,0.41211585336601975,0.9958510124450385,0.3976085266420582,0
0.40601741320360596,0.36807870626178923,0.7719614221349292,0.3092710280324934,0.4674464100776349,0.26522332834037327,0.4838748007173399,0
0.48420373451403587,0.5104545466592483,0.7827419599795423,0.222792335162746,0.3261211023596222,0.2003929339632575,0.5742076868359478,0
0.36013876870251027,0.3029244972202619,0.7374524542202451,0.3059292286063551,0.5033682458023248,0.2673076554837952,0.48258676879903756,0
0.35004853912189215,0.6090530763128048,0.13867531159557647,0.47455641424725237,0.37644700898399935,0.1978697171073999,0.47224569230926994,0
0.3011359527779323,0.21097397125162942,0.6390881100967636,0.38832825063678744,0.5700879467932997,0.2564230325511845,0.4582571376070169,1
0.3902751660728097,0.36642740213194064,0.7628343218486039,0.293070638434274,0.4750572818851798,0.26890521403706114,0.47639373572731014,0
0.3830611278324406,0.2957053453951191,0.7364371170328223,0.3488244775867828,0.4973680659768793,0.2775481494468631,0.4930765460600221,0
0.2876035203979233,0.27384053424303506,0.5664994258612595,0.41841278437692214,0.5363455610903246,0.25048599486729195,0.46993957497388,1
0.4448078292755787,0.4300013122552858,0.7430360277224648,0.35180375174932765,0.4116732652630667,0.26709938236571207,0.5198327714943114,0
0.39588430462364926,0.31291545005203547,0.7501347967197617,0.3776274783354702,0.4932896811767234,0.2652831769375236,0.48436055656998167,0
0.45321541153050393,0.5377205479390964,0.801763130643,0.17390704305614008,0.32549889627324263,0.21170910671244056,0.5563048220803468,0
0.5898312018077689,0.571684418880391,0.6179894428052892,0.807430327769138,0.42183400805102006,0.41564439847410883,0.32922175005832904,0
0.37199504761852376,0.3383664888483165,0.7220482270298297,0.33055481254683183,0.48510238825896645,0.2625365253189714,0.4860904422084713,0
0.39166001639210724,0.30556814247900727,0.7617502541438785,0.33735567927550203,0.4886941609406237,0.2714731178454577,0.4954826661580932,0
0.35642620127626157,0.29505330973189103,0.7407374605358608,0.3854964878925471,0.5323841809550751,0.279689133262254,0.44116723112494355,0
0.4184080304190694,0.38456750187824207,0.7886660619538515,0.34451639085916236,0.45899262511910777,0.270540277711208,0.4799264411920766,0
0.6278083304856936,0.05537175408353083,0.13867531159557647,0.5144469251834042,0.28321940571687615,0.27277941322592536,0.8195859104100148,0
0.3394607246698286,0.45063525358206113,0.13867531159557647,0.583297910873686,0.4096475735610894,0.2151827192910453,0.5356290419910066,0
0.39208550800092845,0.3754528572684961,0.7534611975514799,0.3555254990949808,0.4677986022020007,0.26776649472861436,0.4791383271046272,0
0.40122486043137906,0.3727815026588565,0.7385146531240105,0.36179765522665414,0.4705415918639363,0.2715784513764422,0.4789952911246948,0
0.38433807385669927,0.4325271927727311,0.7676235892588167,0.3009443387064066,0.4342341057630659,0.2115702579670518,0.4882069498521248,0
0.426453261569694,0.33944368986432677,0.7862026977314426,0.30261289306194794,0.4554431154923745,0.2781817465953612,0.5154850441834943,0
0.3769402684763078,0.3045186508138912,0.7513688219167832,0.3485926222425992,0.496269226548858,0.27499221535789664,0.48686368621879905,0
0.34338109032364117,0.6206987969432887,0.13867531159557647,0.5775410632959932,0.3501758244538064,0.20405566810885728,0.4990953867997526,0
0.39940603694295157,0.3222024121876545,0.746004717452768,0.5046346193889499,0.5069359520221502,0.2841562325535541,0.45004466716659086,0
0.48258611248404326,0.5432589544490655,0.8036063581524753,0.23738179919039465,0.31189606245648754,0.1978697171073999,0.5674233911739056,0
0.35641489252918324,0.4580293206847232,0.4432491318212185,0.4354003352683991,0.4411118309650561,0.1978697171073999,0.49030787931974606,0
0.3462177010491161,0.20292404759490412,0.6932212422216848,0.3093038630378836,0.5376523881487136,0.27454534583250756,0.5033411478674497,0
0.3920044619802006,0.3896919999592298,0.7468044907450149,0.347611592693799,0.4668594232036919,0.26779282811136046,0.4723051726177567,0
0.3831548961936316,0.2943830898071387,0.7279012554010194,0.31686261529913096,0.4960097783505753,0.2750656296370677,0.4982315061288737,0
0.3823359544260443,0.3920585517090337,0.7400946739933616,0.30893061613987693,0.4643711858450475,0.26014178345166317,0.4773248857946919,0
0.43201245315427095,0.6363597757017788,0.7758689082492956,0.43053405344914575,0.37215320000110624,0.2180043811513592,0.4139188769478175,0
0.44720104287602513,0.3843692068359058,0.7923033121706422,0.2383588081262899,0.37934672414127774,0.21420599018555203,0.5845487633257155,0
0.44488086493379286,0.4575331501202747,0.7613316228112181,0.3050266010092008,0.3782701902144663,0.20918349591269694,0.544851322202095,0
0.3824942768851406,0.3504027381429649,0.7440521459384933,0.3891854002328101,0.49725771244457806,0.2826320882794592,0.45351293563049677,0
0.35757922228045375,0.028448656020997855,0.4303012395957606,0.3885715866626592,0.47932995934061096,0.26956195264312405,0.6753546595165751,0
0.44443369822640477,0.4247088262345023,0.786982164279941,0.26051975635605146,0.38204745074828955,0.22048450701726857,0.5580311672242837,0
0.373261156093499,0.47064313676207165,0.7429149682885798,0.328672495605179,0.44677977621984966,0.2439036620728376,0.4455333690074351,0
0.3724544654685799,0.28308806564890887,0.7678571168119239,0.3103967996458707,0.5009410550785705,0.27366676842634086,0.493282602842994,0
0.36526681430472685,0.2629199877840415,0.7350336086283618,0.451892889404376,0.5363439944066946,0.2761189649469134,0.45358445362046296,0
0.4585394754154113,0.46736304234997605,0.8059127356251364,0.22455671412585454,0.3507933346451944,0.21927955526130874,0.5679048984330841,0
0.42826972906914673,0.48526155119316905,0.7843946165092244,0.3166883887399178,0.3879472558182906,0.20539787264761517,0.5109156819136729,0
0.45048623390227294,0.5107428970919905,0.7914090344171045,0.1961390221138885,0.3362102327489545,0.2117099046937359,0.5615213867544169,0
0.3901149588225338,0.40245735154928064,0.724198398781349,0.3234658018933092,0.4644539509942735,0.27151221892892924,0.4714745725956738,0
0.3433900430817448,0.5282751229530515,0.13867531159557647,0.6076092169054284,0.38481509385893076,0.2028203930636746,0.515242874356084,0
0.2384976443481015,0.13032121866614185,0.13867531159557647,0.3105308200760346,0.586986873943001,0.5250963109239147,0.49391281087338934,0
0.3787760550853527,0.3041523678317591,0.7590838224839852,0.40296203035151434,0.516155167864299,0.27758884649292537,0.45442001033491963,0
0.33791613829805,0.501276690092775,0.13867531159557647,0.491418194668331,0.42281545010425275,0.1978697171073999,0.4848427719280707,0
0.33062670841049224,0.5916680563783692,0.13867531159557647,0.5505862042792666,0.37170767696378354,0.1978697171073999,0.4933279211732696,0
0.41848907643979727,0.4086287435437381,0.8111409411117582,0.3465287076180742,0.4510577365571463,0.2617704632754473,0.470937833621472,0
0.32475275669890236,0.49274307593459077,0.13867531159557647,0.6311324828078064,0.40599534123141606,0.20280044353129117,0.5103145059386105,0
