A0,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,labels
0.4704273569576215,0.5541505110603109,0.2677493913701227,0.4215270688153633,0.498072840205527,0.500094741954396,0.5239410057005696,0.5616358908968232,0.5044976732154114,0.4794698255550188,0.5018969947707268,0.6274327297756521,0.3737920538264311,0.5120833713788345,0.571920880332909,0.5058643879938499,0.5578324746578224,0.5472828948472649,0.5986021871971703,0.5311057895151079,0.5946974057593335,0
0.5535018095354811,0.37412692185697766,0.2677493913701227,0.4577014004051031,0.4067654886040327,0.500094741954396,0.5239410057005696,0.48311559994757153,0.43429929347024876,0.6449665751693281,0.5381762661862127,0.3409438730650503,0.6303222621259115,0.40981486180090254,0.41766916529446213,0.4454598938267717,0.5742531085722512,0.5816644628108345,0.581593977848274,0.4054767846619878,0.4826997317118926,0
0.32344947931987,0.37412692185697766,0.2677493913701227,0.5511617708219174,0.4067654886040327,0.500094741954396,0.5239410057005696,0.5878093212132404,0.41089983355519455,0.4794698255550188,0.5989440458071517,0.3603668464013623,0.5091046911712119,0.27724457160728694,0.41766916529446213,0.4454598938267717,0.41825708638517795,0.4140543189884325,0.4200159890337596,0.4083319893177405,0.4826997317118926,0
0.4256949594156971,0.4131607054433325,0.2725982234655936,0.4980065841823119,0.4621993350161834,0.500094741954396,0.5239410057005696,0.5354624605804059,0.6058953328473129,0.4794698255550188,0.5164087033369211,0.48176042975331224,0.4724575185570005,0.41739030695482343,0.5462122611598346,0.4454598938267717,0.5167808898717505,0.48281745491557176,0.5050570357782409,0.4483048544982787,0.4826997317118926,0
0.4256949594156971,0.40717272602494664,0.2677493913701227,0.5578828429572342,0.4067654886040327,0.500094741954396,0.5239410057005696,0.5311002221943364,0.41869965352687927,0.6494394602940392,0.5300134301177284,0.35308323140024533,0.5795800231216187,0.36057446830041673,0.41766916529446213,0.4454598938267717,0.49625509747871455,0.5043059348928028,0.5050570357782409,0.4083319893177405,0.4826997317118926,0
0.40652393189772956,0.47456024966593446,0.2677493913701227,0.4750581728820427,0.5493959270832045,0.500094741954396,0.5239410057005696,0.3784218786819027,0.6370946127340518,0.4794698255550188,0.4864783044191452,0.6322884731097301,0.37661106710444736,0.523446539109716,0.674755357025207,0.4454598938267717,0.5742531085722512,0.4570312789428946,0.4795447217548965,0.793784617844359,0.4826997317118926,0
0.4576466719456431,0.485638526207308,0.2677493913701227,0.46279572720550355,0.4067654886040327,0.500094741954396,0.5239410057005696,0.5616358908968232,0.43429929347024876,0.4794698255550188,0.5545019383231814,0.41863576641029826,0.5683039700095536,0.447692087570507,0.4690864036406111,0.4454598938267717,0.5496221577006081,0.551580590842711,0.5518296114877056,0.4283184219080096,0.4826997317118926,0
0.37457221936778357,0.37412692185697766,0.2677493913701227,0.4296547272151056,0.4067654886040327,0.500094741954396,0.5239410057005696,0.40023307061225033,0.543496773073835,0.4794698255550188,0.6415721897203476,0.3797898197376743,0.5203807442832771,0.3226972425308123,0.4690864036406111,0.5662688821609282,0.4757293050856786,0.46562667093378696,0.47104061708044836,0.41404239862924597,0.5946974057593335,0
0.39374324688575113,0.37412692185697766,0.2677493913701227,0.44682795620245536,0.4067654886040327,0.500094741954396,0.5239410057005696,0.47439112317543247,0.43429929347024876,0.5286715619268405,0.5681066651039886,0.3822176914047133,0.5175617310052608,0.3226972425308123,0.4433777844675366,0.4454598938267717,0.483939622042893,0.4785197589201256,0.4837967740921206,0.4083319893177405,0.5946974057593335,0
0.37457221936778357,0.6456163063797722,0.2677493913701227,0.404880705311918,0.4067654886040327,0.500094741954396,0.5239410057005696,0.40459530899831986,0.5668962329888892,0.4794698255550188,0.5064319036976624,0.42349150974437627,0.5091046911712119,0.3757253586082585,0.41766916529446213,0.4454598938267717,0.504465414435929,0.4914128469064642,0.4965529311037927,0.42260801259650416,0.4826997317118926,0
